question,answer,class_1,class_2,vector_database_result,reranker_result
Какие у вас условия для 18+ трансляций?,"Для 18+ трансляций необходимо присвоить соответствующую маркировку. Это делается для того, чтобы обозначить контент, предназначенный для взрослой аудитории. Также стоит отметить, что контент с отметкой 18+ может подлежать определённым условиям монетизации. 

Если вам нужна более подробная информация о том, как именно присвоить трансляции категорию 18+, пожалуйста, уточните ваш вопрос.",МОДЕРАЦИЯ,Смена категории/возрастные ограничения,"['Для каких трансляций необходима маркировка 18+?', 'Как присвоить трансляции (стриму) категорию 18+?', 'Монетизируется ли контент с отметкой 18+?']","[['Для каких трансляций необходима маркировка 18+?', 0.564843475818634], ['Как присвоить трансляции (стриму) категорию 18+?', 0.30144059658050537], ['Монетизируется ли контент с отметкой 18+?', 0.007214411161839962]]"
В каком случае мне нужно отметить свой стрим как 18+?,"Вам нужно отметить свой стрим как 18+, если он содержит контент, который может быть неуместен для аудитории младше 18 лет. Это может включать материалы с насилием, сексуальным содержанием, ненормативной лексикой или другими элементами, которые могут вызвать негативную реакцию у несовершеннолетних.",МОДЕРАЦИЯ,Смена категории/возрастные ограничения,"['Для каких трансляций необходима маркировка 18+?', 'Как присвоить трансляции (стриму) категорию 18+?', 'Монетизируется ли контент с отметкой 18+?']","[['Для каких трансляций необходима маркировка 18+?', 0.6807860732078552], ['Как присвоить трансляции (стриму) категорию 18+?', 0.5266595482826233], ['Монетизируется ли контент с отметкой 18+?', 0.11143837124109268]]"
Хочу попробовать стримить на Rutube и хотел узнать сразу как они у вас продвигаются?,"На RUTUBE стримы продвигаются через систему рекомендаций и механизмы, которые помогают пользователям находить интересный контент. Это включает в себя алгоритмы, которые анализируют интересы зрителей и показывают им подходящие трансляции. Для максимального продвижения вашего стрима рекомендуется также использовать привлекательные заголовки и описания, а также активно взаимодействовать с вашей аудиторией.",ТРАНСЛЯЦИЯ,Управление трансляцией,"['Как продвигаются стримы?', 'Что такое трансляции (стримы) на RUTUBE?', 'Что такое трансляции (стримы) на RUTUBE?']","[['Что такое трансляции (стримы) на RUTUBE?', 0.2173069268465042], ['Что такое трансляции (стримы) на RUTUBE?', 0.2173067033290863], ['Как продвигаются стримы?', 0.05577489361166954]]"
Что-то мои трансляции никто не смотрит… у вас хоть какое-то продвижение есть? Как набрать зрителей?,Я не знаю.,ВИДЕО,Загрузка видео,"['Можно ли открыть доступ к просмотру записи приватной трансляции для всех зрителей?', 'Есть ли реклама на трансляциях?', 'Есть ли реклама во время трансляции?']","[['Можно ли открыть доступ к просмотру записи приватной трансляции для всех зрителей?', 0.028192389756441116], ['Есть ли реклама во время трансляции?', 0.0036294525489211082], ['Есть ли реклама на трансляциях?', 0.0036227870732545853]]"
Есть ли смысл стримить на Рутуб? Для стримов работает продвижение?,"На RUTUBE можно стримить разные виды контента, в том числе музыку, фильмы и сериалы. Что касается продвижения стримов, в документации указано, что существует механизм их продвижения. Таким образом, стримить на RUTUBE имеет смысл, особенно если вы хотите продвигать свой контент.",МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Как продвигаются стримы?', 'Можно ли стримить на RUTUBE фильмы и сериалы?', 'Можно ли на RUTUBE стримить музыку?']","[['Можно ли на RUTUBE стримить музыку?', 0.8341440558433533], ['Можно ли стримить на RUTUBE фильмы и сериалы?', 0.7954897284507751], ['Как продвигаются стримы?', 0.5903504490852356]]"
"Я наченающий блогер, хочу стать популярним стримером у вас, но пока незнаю что тут как. Расскажите пж куда нажать чтобы трансляцию сделать?))) спс",Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Регистрация/Авторизация,"['Кто такой автор/блогер и как им стать?', 'Как запустить приватную трансляцию?', 'Как запустить приватную трансляцию?']","[['Кто такой автор/блогер и как им стать?', 0.03150273486971855], ['Как запустить приватную трансляцию?', 0.001682103960774839], ['Как запустить приватную трансляцию?', 0.001682103960774839]]"
Как завести трансляцию на Рутубе?,Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Регистрация/Авторизация,"['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Как завести канал на RUTUBE?']","[['Как завести канал на RUTUBE?', 0.9372769594192505], ['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 0.24815377593040466], ['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 0.24815362691879272]]"
Стримы с доступом только по ссылке - у вас такое есть?,"Да, у RUTUBE есть возможность создавать приватные видео, доступные только по прямой ссылке. Это позволяет ограничить доступ к контенту и делиться им только с определенными людьми. Если вам нужно узнать, как это сделать, пожалуйста, уточните, и я постараюсь помочь!",ПРЕДЛОЖЕНИЯ,Студия RUTUBE,"['Как встроить на сайт приватное видео, доступное только по прямой ссылке?', 'Как получить ссылку в этих сервисах?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?']","[['Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 0.0017144089797511697], ['Как встроить на сайт приватное видео, доступное только по прямой ссылке?', 0.001562420860864222], ['Как получить ссылку в этих сервисах?', 0.0011102029820904136]]"
Я могу провести приватную трансляцию?,"Да, на RUTUBE можно запускать приватные трансляции. Вы можете проводить трансляции, доступ к которым будет ограничен определенной группой пользователей.",ТРАНСЛЯЦИЯ,Управление трансляцией,"['Можно ли запускать приватные трансляции на RUTUBE?', 'Сохранится ли приватная трансляция?', 'Сохраняется ли приватная трансляция?']","[['Сохранится ли приватная трансляция?', 0.756089448928833], ['Можно ли запускать приватные трансляции на RUTUBE?', 0.7167009115219116], ['Сохраняется ли приватная трансляция?', 0.4739413261413574]]"
"Хочу застримить так чтобы не видно было на канале и только по ссылке можно посмотреть, как мне сделать такой стрим?",Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Как встроить на сайт приватное видео, доступное только по прямой ссылке?', 'Как закрепить видео на канале?', 'Как мне лучше оформить свой канал?']","[['Как закрепить видео на канале?', 0.024883728474378586], ['Как мне лучше оформить свой канал?', 0.010234381072223186], ['Как встроить на сайт приватное видео, доступное только по прямой ссылке?', 0.004920371808111668]]"
"Как мне сделать, чтобы мою трансляцию было не видно на канале?",Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Как мне лучше оформить свой канал?', 'Как запустить приватную трансляцию?', 'Как запустить приватную трансляцию?']","[['Как мне лучше оформить свой канал?', 0.047640182077884674], ['Как запустить приватную трансляцию?', 0.016418056562542915], ['Как запустить приватную трансляцию?', 0.01641802489757538]]"
"Я хочу потестировать настройки для трансляции и мне не надо, чтобы ее видно было, можно как-то скрытый запуск сделать?","Да, на RUTUBE можно запускать приватные трансляции. Это позволит вам тестировать настройки для трансляции, не делая её доступной для других пользователей. Для запуска приватной трансляции ознакомьтесь с инструкциями в соответствующем разделе документации.",ТРАНСЛЯЦИЯ,Управление трансляцией,"['Как запустить приватную трансляцию?', 'Как запустить приватную трансляцию?', 'Можно ли запускать приватные трансляции на RUTUBE?']","[['Можно ли запускать приватные трансляции на RUTUBE?', 0.031050458550453186], ['Как запустить приватную трансляцию?', 0.021320095285773277], ['Как запустить приватную трансляцию?', 0.02132009156048298]]"
Если я проводил скрытую трансляцию она сохранится в мои видео?,Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Сохранится ли приватная трансляция?', 'Сохраняется ли приватная трансляция?', 'Могу ли я скачать копию моей трансляции?']","[['Сохраняется ли приватная трансляция?', 0.44025397300720215], ['Сохранится ли приватная трансляция?', 0.4064296782016754], ['Могу ли я скачать копию моей трансляции?', 0.001235371339134872]]"
Останется ли запись приватного стрима у меня на канале?,Запись приватного стрима не останется у вас на канале. Приватные трансляции не отображаются на личной странице и не сохраняются в разделе RUTUBE «Все трансляции».,ТРАНСЛЯЦИЯ,Просмотр трансляции,"['Сохранится ли приватная трансляция?', 'Сохраняется ли приватная трансляция?', 'Будет ли приватная трансляция отображаться на личной странице (канале) пользователя и в разделе RUTUBE «Все трансляции»?']","[['Будет ли приватная трансляция отображаться на личной странице (канале) пользователя и в разделе RUTUBE «Все трансляции»?', 0.9338828325271606], ['Сохраняется ли приватная трансляция?', 0.8680656552314758], ['Сохранится ли приватная трансляция?', 0.8447734713554382]]"
"Сколько у вас можно стримить, какие лимиты?",Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Что я могу и что не могу делать во время стрима?', 'Сколько видео можно загружать одновременно?', 'Сколько может длиться трансляция (стрима)?']","[['Сколько может длиться трансляция (стрима)?', 0.01480226218700409], ['Сколько видео можно загружать одновременно?', 0.0010874713771045208], ['Что я могу и что не могу делать во время стрима?', 0.0010846505174413323]]"
Сколько часов может быть трансляция на Рутубе?,Я не знаю.,ТРАНСЛЯЦИЯ,Просмотр трансляции,"['Сколько может длиться трансляция (стрима)?', 'С какой кадровой частотой могут идти трансляции на RUTUBE?', 'Сколько телевизоров или ТВ-приставок может быть привязано к одному профилю RUTUBE?']","[['С какой кадровой частотой могут идти трансляции на RUTUBE?', 0.2274107038974762], ['Сколько может длиться трансляция (стрима)?', 0.010913485661149025], ['Сколько телевизоров или ТВ-приставок может быть привязано к одному профилю RUTUBE?', 0.004969052039086819]]"
"У вас можно целый день стримить? А запись сколько сохранится, если стрим был длинный?",Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Сколько может длиться трансляция (стрима)?', 'Сколько видео можно загружать одновременно?', 'Сохранится ли приватная трансляция?']","[['Сколько может длиться трансляция (стрима)?', 0.013997668400406837], ['Сохранится ли приватная трансляция?', 0.002618049504235387], ['Сколько видео можно загружать одновременно?', 0.001350143924355507]]"
"Не всегда успеваю к началу любимой передачи и стало интересно, а можно перемотать, чтобы сначала посмотреть?",Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Могу ли я скачать копию моей трансляции?', 'Можно ли запускать несколько трансляций одновременно?', 'Сколько может длиться трансляция (стрима)?']","[['Могу ли я скачать копию моей трансляции?', 0.0012717696372419596], ['Можно ли запускать несколько трансляций одновременно?', 0.0011315487790852785], ['Сколько может длиться трансляция (стрима)?', 0.0010464894585311413]]"
У вас работает перемотка на трансляциях?,Я не знаю.,ТРАНСЛЯЦИЯ,Просмотр трансляции,"['Есть ли реклама на трансляциях?', 'Есть ли ограничения на перемотку трансляций (стримов)?', 'Можно ли запускать несколько трансляций одновременно?']","[['Есть ли ограничения на перемотку трансляций (стримов)?', 0.1916286051273346], ['Можно ли запускать несколько трансляций одновременно?', 0.001389369135722518], ['Есть ли реклама на трансляциях?', 0.0011034822091460228]]"
А реклама будет на трансляции?,"Да, реклама будет на трансляции.",ТРАНСЛЯЦИЯ,Просмотр трансляции,"['Есть ли реклама на трансляциях?', 'Есть ли реклама во время трансляции?', 'Сохранится ли приватная трансляция?']","[['Есть ли реклама во время трансляции?', 0.9326647520065308], ['Есть ли реклама на трансляциях?', 0.9278274774551392], ['Сохранится ли приватная трансляция?', 0.0011684742057695985]]"
На рутуб есть реклама в эфире?,"Да, на RUTUBE есть реклама во время трансляций.",ТРАНСЛЯЦИЯ,Управление трансляцией,"['Есть ли реклама на трансляциях?', 'Есть ли реклама во время трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?']","[['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 0.5152843594551086], ['Есть ли реклама во время трансляции?', 0.3888680040836334], ['Есть ли реклама на трансляциях?', 0.25140380859375]]"
Подскажите какую программу надо чтобы стримить?,Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Как продвигаются стримы?', 'С помощью каких программ допускается вести трансляции на RUTUBE?', 'Как мне лучше оформить свой канал?']","[['С помощью каких программ допускается вести трансляции на RUTUBE?', 0.10238012671470642], ['Как мне лучше оформить свой канал?', 0.009589818306267262], ['Как продвигаются стримы?', 0.002977946074679494]]"
Через что у вас можно стримить?,Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Что я могу и что не могу делать во время стрима?', 'Как продвигаются стримы?', 'Можно ли выпивать на стримах (в пределах разумного) и можно ли вейпить?']","[['Можно ли выпивать на стримах (в пределах разумного) и можно ли вейпить?', 0.4013308584690094], ['Что я могу и что не могу делать во время стрима?', 0.012375716120004654], ['Как продвигаются стримы?', 0.0013811318203806877]]"
"Я иногда делаю нарезки с трансляций, скажите я могу у вас скачать свою трансляцию после завершения?","Да, вы можете скачать файл записи своей трансляции на RUTUBE после ее завершения.",ПРЕДЛОЖЕНИЯ,Студия RUTUBE,"['Могу ли я скачать копию моей трансляции?', 'Можно ли скачать файл записи своей трансляции на RUTUBE по ее завершению?', 'Могу ли я удалить запись трансляции после ее окончания?']","[['Можно ли скачать файл записи своей трансляции на RUTUBE по ее завершению?', 0.8132971525192261], ['Могу ли я скачать копию моей трансляции?', 0.3447670042514801], ['Могу ли я удалить запись трансляции после ее окончания?', 0.11969024688005447]]"
На Rutube доступно скачивание своих стримов в записи?,"Да, на RUTUBE доступно скачивание файла записи своей трансляции после ее завершения.",ПРЕДЛОЖЕНИЯ,Студия RUTUBE,"['Можно ли скачать видео с RUTUBE?', 'Можно ли стримить на RUTUBE фильмы и сериалы?', 'Можно ли скачать файл записи своей трансляции на RUTUBE по ее завершению?']","[['Можно ли скачать файл записи своей трансляции на RUTUBE по ее завершению?', 0.9394708871841431], ['Можно ли скачать видео с RUTUBE?', 0.3630424439907074], ['Можно ли стримить на RUTUBE фильмы и сериалы?', 0.2511761784553528]]"
"Трансляция которую я смотрел уже закончилась, как я ее могу посмотреть снова?",Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Что произойдет с моей трансляцией после ее окончания?', 'Могу ли я скачать копию моей трансляции?', 'Могу ли я удалить запись трансляции после ее окончания?']","[['Что произойдет с моей трансляцией после ее окончания?', 0.13970057666301727], ['Могу ли я удалить запись трансляции после ее окончания?', 0.012958780862390995], ['Могу ли я скачать копию моей трансляции?', 0.0011404103133827448]]"
У трансляции поменяется ссылка после окончания?,Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Что произойдет с моей трансляцией после ее окончания?', 'Могу ли я удалить запись трансляции после ее окончания?', 'Можно ли скачать файл записи своей трансляции на RUTUBE по ее завершению?']","[['Что произойдет с моей трансляцией после ее окончания?', 0.009957503527402878], ['Могу ли я удалить запись трансляции после ее окончания?', 0.002642972394824028], ['Можно ли скачать файл записи своей трансляции на RUTUBE по ее завершению?', 0.001376174041070044]]"
"Случайно запустил закрытую трансляцию и не заметил, я могу открыть хотя бы ее запись теперь?",Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Как запустить приватную трансляцию?', 'Как запустить приватную трансляцию?', 'Можно ли запускать несколько трансляций одновременно?']","[['Как запустить приватную трансляцию?', 0.020241182297468185], ['Как запустить приватную трансляцию?', 0.020241044461727142], ['Можно ли запускать несколько трансляций одновременно?', 0.004352505784481764]]"
Приватную запись трансляции можно сделать доступной для всех?,Я не знаю.,ВИДЕО,Загрузка видео,"['Можно ли открыть доступ к просмотру записи приватной трансляции для всех зрителей?', 'Сохраняется ли приватная трансляция?', 'Сохранится ли приватная трансляция?']","[['Можно ли открыть доступ к просмотру записи приватной трансляции для всех зрителей?', 0.9378284215927124], ['Сохранится ли приватная трансляция?', 0.24055707454681396], ['Сохраняется ли приватная трансляция?', 0.20042520761489868]]"
Возможно ли поменять настройки приватности потом у записи трансляции?,Я не знаю.,ВИДЕО,Загрузка видео,"['Сохраняется ли приватная трансляция?', 'Сохранится ли приватная трансляция?', 'Можно ли открыть доступ к просмотру записи приватной трансляции для всех зрителей?']","[['Можно ли открыть доступ к просмотру записи приватной трансляции для всех зрителей?', 0.015158978290855885], ['Сохранится ли приватная трансляция?', 0.0023112876806408167], ['Сохраняется ли приватная трансляция?', 0.0019573792815208435]]"
"Подскажите, какие настройки надо выставлять в OBS?",Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Как настроить OBS Studio для проведения трансляций на RUTUBE? ', 'Как включить субтитры в видео?', 'Как настроить vMix для проведения трансляций на RUTUBE? ']","[['Как настроить OBS Studio для проведения трансляций на RUTUBE? ', 0.5179633498191833], ['Как настроить vMix для проведения трансляций на RUTUBE? ', 0.15869304537773132], ['Как включить субтитры в видео?', 0.00238832482136786]]"
"Я раньше никогда не стримил, не очень понимаю как все настроить. Помогите пожалуйста)",Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Что я могу и что не могу делать во время стрима?', 'Не могу зарегистрироваться/авторизоваться в приложении Студия RUTUBE. Что делать?  ', 'Не могу зарегистрироваться/авторизоваться в приложении. Что делать?']","[['Что я могу и что не могу делать во время стрима?', 0.09084863215684891], ['Не могу зарегистрироваться/авторизоваться в приложении. Что делать?', 0.025160128250718117], ['Не могу зарегистрироваться/авторизоваться в приложении Студия RUTUBE. Что делать?  ', 0.008138539269566536]]"
Посоветуйте как лучше настроить vMix?,"Чтобы настроить vMix для проведения трансляций на RUTUBE, вам следует выполнить несколько ключевых шагов. Сначала убедитесь, что у вас установлена последняя версия vMix. Затем откройте настройки vMix и перейдите в раздел ""Выходы"". Здесь необходимо выбрать опцию RTMP и ввести адрес сервера RUTUBE, а также ваш ключ трансляции. Также настройте качество видео и аудио, чтобы обеспечить оптимальную передачу контента. Не забудьте протестировать настройку перед началом трансляции.",ТРАНСЛЯЦИЯ,Управление трансляцией,"['Как настроить vMix для проведения трансляций на RUTUBE? ', 'Как мне лучше оформить свой канал?', 'Как изменить порядок видео на канале?']","[['Как настроить vMix для проведения трансляций на RUTUBE? ', 0.5227497816085815], ['Как мне лучше оформить свой канал?', 0.001213232520967722], ['Как изменить порядок видео на канале?', 0.001086146687157452]]"
У вас есть инфа как настроить vMix?,Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Как настроить vMix для проведения трансляций на RUTUBE? ', 'Как включить субтитры в видео?', 'Как изменить порядок видео на канале?']","[['Как настроить vMix для проведения трансляций на RUTUBE? ', 0.43426254391670227], ['Как включить субтитры в видео?', 0.001144773792475462], ['Как изменить порядок видео на канале?', 0.0011204147012904286]]"
"Не могу никак разобраться, какие настройки выставлять в vMix, не могли бы вы помочь?",Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Как настроить vMix для проведения трансляций на RUTUBE? ', 'Как включить субтитры в видео?', 'Как настроить OBS Studio для проведения трансляций на RUTUBE? ']","[['Как настроить vMix для проведения трансляций на RUTUBE? ', 0.013039187528192997], ['Как настроить OBS Studio для проведения трансляций на RUTUBE? ', 0.0012768186861649156], ['Как включить субтитры в видео?', 0.0010890767443925142]]"
Что значит эмбед?,"Эмбед (встраивание) видео — это процесс интеграции видео с одного сайта на другой, позволяющий пользователям просматривать его без необходимости перехода на исходный ресурс. Это может включать в себя вставку кода для отображения видео на сторонних платформах. 

Также возможно эмбедировать (встраивать) трансляции на сторонние сайты, что позволяет расширить аудиторию и сделать контент более доступным для пользователей.",ВИДЕО,Встраивание видео,"['Что такое встраивание (embed) видео?', 'Что такое подтверждение e-mail?', 'Можно ли эмбедировать (встраивать) трансляции на сторонние сайты?']","[['Что такое встраивание (embed) видео?', 0.07671615481376648], ['Можно ли эмбедировать (встраивать) трансляции на сторонние сайты?', 0.001430454314686358], ['Что такое подтверждение e-mail?', 0.0010575958294793963]]"
"Что дает ""эмбедирование""?","Эмбедирование видео позволяет встраивать видео контент на сторонние сайты или платформы. Это дает возможность расширить аудиторию, так как пользователи могут просматривать видео непосредственно на других ресурсах, не переходя на RUTUBE. Также эмбедирование может улучшить взаимодействие с контентом, позволяя интегрировать видео в различные веб-приложения и блоги.",ВИДЕО,Встраивание видео,"['Что такое встраивание (embed) видео?', 'Можно ли эмбедировать (встраивать) трансляции на сторонние сайты?', 'Какие есть дополнительные возможности при эмбедирование видео']","[['Какие есть дополнительные возможности при эмбедирование видео', 0.15511953830718994], ['Что такое встраивание (embed) видео?', 0.08151491731405258], ['Можно ли эмбедировать (встраивать) трансляции на сторонние сайты?', 0.06439714878797531]]"
Встраивание это что?,"Встраивание (embed) видео — это процесс интеграции видеоролика на сторонний веб-сайт или платформу, позволяющий пользователям просматривать это видео прямо на этом сайте без необходимости перехода на видеосервис. Это часто используется для увеличения охвата контента и удобства пользователей.",ВИДЕО,Встраивание видео,"['Что такое встраивание (embed) видео?', 'Что такое автоматические субтитры?', 'Можно ли эмбедировать (встраивать) трансляции на сторонние сайты?']","[['Что такое встраивание (embed) видео?', 0.22321900725364685], ['Можно ли эмбедировать (встраивать) трансляции на сторонние сайты?', 0.015287507325410843], ['Что такое автоматические субтитры?', 0.0011613329406827688]]"
"Хотим разместить ваш плеер на нашем сайте, расскажите подробнее как это сделать?",Я не знаю.,ВИДЕО,Загрузка видео,"['Как загрузить видеоролик на сайт?', 'Как встроить на сайт приватное видео, доступное только по прямой ссылке?', 'Как предоставить доступ к студии моего канала другому пользователю?']","[['Как загрузить видеоролик на сайт?', 0.09449775516986847], ['Как встроить на сайт приватное видео, доступное только по прямой ссылке?', 0.0810474082827568], ['Как предоставить доступ к студии моего канала другому пользователю?', 0.07161273807287216]]"
А можно видео с рутуба на другом сайте вставить чтобы плеером было красиво?,Я не знаю.,ВИДЕО,Перенос видео с Youtube,"['Можно ли скачать видео с RUTUBE?', 'Можно ли загружать видео на RUTUBE с YouTube?', 'Можно ли перенести видео с YouTube на RUTUBE-канал?']","[['Можно ли загружать видео на RUTUBE с YouTube?', 0.8305022716522217], ['Можно ли скачать видео с RUTUBE?', 0.7800657749176025], ['Можно ли перенести видео с YouTube на RUTUBE-канал?', 0.382314532995224]]"
А какие-нибудь настройки есть для встраиваемых видео?,"Для встраиваемых видео доступны дополнительные возможности. Однако конкретные настройки для встраивания видео в документации не указаны. Вы можете использовать стандартные параметры, такие как размеры плеера и возможность включения субтитров, но для более детальной информации о настройках стоит обратиться к дополнительным материалам или руководствам на платформе.",ВИДЕО,Встраивание видео,"['Что такое встраивание (embed) видео?', 'Как включить субтитры в видео?', 'Какие есть дополнительные возможности при эмбедирование видео']","[['Что такое встраивание (embed) видео?', 0.017023520544171333], ['Как включить субтитры в видео?', 0.0010703447042033076], ['Какие есть дополнительные возможности при эмбедирование видео', 0.0010580497328191996]]"
У вас поддерживаются настройки при встраивании видео?,Я не знаю.,ВИДЕО,Встраивание видео,"['Можно ли включить отложенную публикацию видео?', 'Как закрепить видео на канале?', 'Что такое встраивание (embed) видео?']","[['Что такое встраивание (embed) видео?', 0.016320159658789635], ['Как закрепить видео на канале?', 0.001707105664536357], ['Можно ли включить отложенную публикацию видео?', 0.001112631754949689]]"
Что можно настроить у эмбедов?,Я не знаю.,ВИДЕО,Встраивание видео,"['Какие есть дополнительные возможности при эмбедирование видео', 'Можно ли эмбедировать (встраивать) трансляции на сторонние сайты?', 'Можно ли эмбедировать (встраивать) приватные трансляции на сторонние сайты?']","[['Можно ли эмбедировать (встраивать) приватные трансляции на сторонние сайты?', 0.38830193877220154], ['Можно ли эмбедировать (встраивать) трансляции на сторонние сайты?', 0.3300141394138336], ['Какие есть дополнительные возможности при эмбедирование видео', 0.006878394167870283]]"
Какие параметры можно поменять у встроенного плеера?,Я не знаю.,ВИДЕО,Встраивание видео,"['Какие настройки параметров можно сделать в коде вставки', 'Как изменить мой ролик?', 'Как изменить мой ролик?']","[['Какие настройки параметров можно сделать в коде вставки', 0.04342993348836899], ['Как изменить мой ролик?', 0.0010425359942018986], ['Как изменить мой ролик?', 0.0010425354121252894]]"
"А можно будет поменять внешний вид у встроенного видео? Например, размер поменять, можно?",Я не знаю.,ПРЕДЛОЖЕНИЯ,Навигация,"['Как изменить порядок видео на канале?', 'Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?', 'Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?']","[['Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?', 0.02969367988407612], ['Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?', 0.029693635180592537], ['Как изменить порядок видео на канале?', 0.027401531115174294]]"
"Я записываю мастерклассы для своих учеников и размещаю их на сайте. Мне важно, чтобы видео были недоступны всем и только на сайте их было видно, кому дам страницу. Как мне правильно добавить скрытые видео на свой сайт?","Чтобы добавить скрытые видео на свой сайт, вы можете воспользоваться функцией встроенного приватного видео на RUTUBE, доступного только по прямой ссылке. Это позволит вам контролировать, кто может видеть ваши видео. Для этого вам нужно загрузить видео на RUTUBE и затем получить ссылку на него. После этого вы можете встроить это видео на свой сайт, предоставив доступ только тем, кому вы хотите. Убедитесь, что ссылка на видео не опубликована в открытом доступе, чтобы сохранить его приватность.",ВИДЕО,Загрузка видео,"['Как встроить на сайт приватное видео, доступное только по прямой ссылке?', 'Как загрузить видеоролик на сайт?', 'В каком порядке публикуются и отображаются видео на канале?']","[['Как загрузить видеоролик на сайт?', 0.1694760024547577], ['Как встроить на сайт приватное видео, доступное только по прямой ссылке?', 0.0503857247531414], ['В каком порядке публикуются и отображаются видео на канале?', 0.02243262343108654]]"
