question,answer,class_1,class_2,vector_database_result,reranker_result
У вас можно монетизировать свои видео?,"Да, на RUTUBE можно монетизировать свои видео. Однако стоит учитывать, что для этого необходимо соблюдать определенные условия, включая правила платформы. Также стоит отметить, что трансляции на RUTUBE также могут быть монетизированы.",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['Могут ли трансляции монетизироваться?', 'Могу ли я монетизировать видеоролики, которые ранее загружались на RUTUBE другими пользователями?', 'Можно ли в приложении Студия RUTUBE создавать и загружать видео?']","[['Могу ли я монетизировать видеоролики, которые ранее загружались на RUTUBE другими пользователями?', 0.9303728342056274], ['Могут ли трансляции монетизироваться?', 0.7314829230308533], ['Можно ли в приложении Студия RUTUBE создавать и загружать видео?', 0.004460246302187443]]"
"Я могу подключить монетизацию, если мне через месяц будет 18?","Монетизация на RUTUBE доступна с 18 лет. Если вам через месяц исполнится 18, вы сможете подключить монетизацию.",ПРЕДЛОЖЕНИЯ,Монетизация,"['С какого возраста доступна монетизация?', 'С какого возраста доступна монетизация?', 'Как подключить монетизацию, если я физлицо?']","[['Как подключить монетизацию, если я физлицо?', 0.05810701847076416], ['С какого возраста доступна монетизация?', 0.027771638706326485], ['С какого возраста доступна монетизация?', 0.027771595865488052]]"
Какие возрастные ограничения для участия в партнерской программе?,Я не знаю.,ПРЕДЛОЖЕНИЯ,Монетизация,"['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 'Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 'К какому количеству студий может быть одновременно предоставлен доступ одному пользователю?']","[['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 0.0011616998817771673], ['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 0.0011616998817771673], ['К какому количеству студий может быть одновременно предоставлен доступ одному пользователю?', 0.0010514626046642661]]"
"Я гражданин Казахстана, но у меня есть временная регистрация в Москве - смогу ли я подключить монетизацию на Рутуб?",Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Регистрация/Авторизация,"['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 'Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 'Могу ли я зарегистрироваться на RUTUBE, если я не из России?']","[['Могу ли я зарегистрироваться на RUTUBE, если я не из России?', 0.6869063973426819], ['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 0.021690834313631058], ['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 0.021690834313631058]]"
"Можно ли монетизироваться, если нет российского паспорта?",Я не знаю.,ПРЕДЛОЖЕНИЯ,Монетизация,"['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 'Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 'Какие документы нужны для заявки на монетизацию?']","[['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 0.08547432720661163], ['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 0.08547432720661163], ['Какие документы нужны для заявки на монетизацию?', 0.07228942215442657]]"
"Возможно ли участвовать в партнерской программе, если зарегистрирован не в РФ?","Да, вы можете участвовать в партнерской программе RUTUBE, даже если не являетесь резидентом РФ. Однако для участия требуется выполнить определенные условия, которые могут варьироваться. Рекомендуется ознакомиться с полными условиями партнерской программы на сайте RUTUBE.",ПРЕДЛОЖЕНИЯ,Монетизация,"['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 'Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 'Могу ли я зарегистрироваться на RUTUBE, если я не из России?']","[['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 0.917224109172821], ['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 0.9172239303588867], ['Могу ли я зарегистрироваться на RUTUBE, если я не из России?', 0.2844505310058594]]"
"Я не являюсь самозанятым или ИП, как мне подключиться к монетизации?","Чтобы подключить монетизацию на RUTUBE, если вы являетесь физическим лицом, вам нужно следовать определенным шагам, которые включают регистрацию в программе монетизации и выполнение требований платформы. Вам потребуется создать свой канал и загрузить контент, соответствующий правилам сервиса. После этого вы сможете подать заявку на подключение монетизации. 

Если у вас есть дополнительные вопросы по этому процессу, уточните их, и я постараюсь помочь!",ПРЕДЛОЖЕНИЯ,Монетизация,"['Как подключить монетизацию, если я физлицо?', 'Как подключить монетизацию, если я физлицо?', 'Можно ли подключить монетизацию нескольких каналов на одного человека или организацию?']","[['Как подключить монетизацию, если я физлицо?', 0.04171595349907875], ['Как подключить монетизацию, если я физлицо?', 0.041715893894433975], ['Можно ли подключить монетизацию нескольких каналов на одного человека или организацию?', 0.012661074288189411]]"
"Я могу подать заявку на монетизацию, если я физ.лицо?","Да, вы можете подать заявку на монетизацию, если вы являетесь физическим лицом.",ПРЕДЛОЖЕНИЯ,Монетизация,"['Как подключить монетизацию, если я физлицо?', 'Как подключить монетизацию, если я физлицо?', 'Можно ли подключить монетизацию нескольких каналов на одного человека или организацию?']","[['Как подключить монетизацию, если я физлицо?', 0.7381037473678589], ['Как подключить монетизацию, если я физлицо?', 0.7381036281585693], ['Можно ли подключить монетизацию нескольких каналов на одного человека или организацию?', 0.0017730320105329156]]"
Как физлица могут подключиться к партнерской программе Rutube?,Я не знаю.,ПРЕДЛОЖЕНИЯ,Монетизация,"['Как подключиться к партнерской программе в приложении Студия RUTUBE?', 'Как подключиться к партнерской программе в приложении Студия RUTUBE?', 'Как завести канал на RUTUBE?']","[['Как подключиться к партнерской программе в приложении Студия RUTUBE?', 0.600912868976593], ['Как подключиться к партнерской программе в приложении Студия RUTUBE?', 0.6009126901626587], ['Как завести канал на RUTUBE?', 0.026138996705412865]]"
Какие вам нужно будет отправлять документы для подключения монетизации?,Я не знаю.,МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['Какие документы нужны для заявки на монетизацию?', 'Какие документы нужны для заявки на монетизацию?', 'Можно ли подключить монетизацию нескольких каналов на одного человека или организацию?']","[['Какие документы нужны для заявки на монетизацию?', 0.9228566288948059], ['Какие документы нужны для заявки на монетизацию?', 0.9228566288948059], ['Можно ли подключить монетизацию нескольких каналов на одного человека или организацию?', 0.002328684087842703]]"
Что нужно будет предоставлять для участия в партнерской программе?,Я не знаю.,ПРЕДЛОЖЕНИЯ,Монетизация,"['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 'Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 'Какие документы нужны для заявки на монетизацию?']","[['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 0.00927202869206667], ['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 0.00927202869206667], ['Какие документы нужны для заявки на монетизацию?', 0.0012527186190709472]]"
Достаточно ли паспорта для подачи заявки на монетизацию или нужны будут еще какие-то документы?,Я не знаю.,МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['Какие документы нужны для заявки на монетизацию?', 'Какие документы нужны для заявки на монетизацию?', 'Отправил заявку на монетизацию, но в личном кабинете висит надпись: «Требуется дополнительная информация». Что делать?']","[['Какие документы нужны для заявки на монетизацию?', 0.799929678440094], ['Какие документы нужны для заявки на монетизацию?', 0.7999295592308044], ['Отправил заявку на монетизацию, но в личном кабинете висит надпись: «Требуется дополнительная информация». Что делать?', 0.006643680389970541]]"
"Нужно ли предварительно верифицировать канал, чтобы участвовать в партнерской программе?","Да, предварительная верификация канала обязательна для участия в партнерской программе.",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['Обязательна ли верификация канала для подключения к монетизации?', 'Обязательна ли верификация канала для подключения к монетизации?', 'Обязательна ли верификация канала для подключения к монетизации?']","[['Обязательна ли верификация канала для подключения к монетизации?', 0.6049703359603882], ['Обязательна ли верификация канала для подключения к монетизации?', 0.6049701571464539], ['Обязательна ли верификация канала для подключения к монетизации?', 0.6049693822860718]]"
Для подключения монетизации не обязательно быть официальным каналом?,Я не знаю.,МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['Обязательна ли верификация канала для подключения к монетизации?', 'Обязательна ли верификация канала для подключения к монетизации?', 'Обязательна ли верификация канала для подключения к монетизации?']","[['Обязательна ли верификация канала для подключения к монетизации?', 0.8097464442253113], ['Обязательна ли верификация канала для подключения к монетизации?', 0.809746265411377], ['Обязательна ли верификация канала для подключения к монетизации?', 0.8097462058067322]]"
Есть ли требование к верификации канала для подключения монетизации?,"Да, верификация канала обязательна для подключения к монетизации на RUTUBE.",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['Обязательна ли верификация канала для подключения к монетизации?', 'Обязательна ли верификация канала для подключения к монетизации?', 'Обязательна ли верификация канала для подключения к монетизации?']","[['Обязательна ли верификация канала для подключения к монетизации?', 0.9741055965423584], ['Обязательна ли верификация канала для подключения к монетизации?', 0.9741055965423584], ['Обязательна ли верификация канала для подключения к монетизации?', 0.9741055369377136]]"
"хаявку мне не одобрили, что делать как верефицировать канал?","Если вашу заявку на верификацию канала не одобрили, вы можете попробовать подать новую заявку через 30 дней после получения уведомления об отказе. Важно внимательно изучить причины отказа, чтобы исправить недочеты перед повторной подачей. Убедитесь, что ваш канал соответствует всем требованиям для верификации, и предоставьте необходимую информацию.",УПРАВЛЕНИЕ АККАУНТОМ,Верификация,"['Что делать, если заявку не одобрили?', 'Что делать, если заявку не одобрили?', 'Какие пользователи могут подать на верификацию канала?']","[['Какие пользователи могут подать на верификацию канала?', 0.016992563381791115], ['Что делать, если заявку не одобрили?', 0.015659591183066368], ['Что делать, если заявку не одобрили?', 0.01565958373248577]]"
"Не согласен с тем, что я не дали статус официального канала",Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Верификация,"['Что делать, если заявку не одобрили?', 'Что делать, если заявку не одобрили?', 'Как подать заявку на верификацию канала?']","[['Что делать, если заявку не одобрили?', 0.011598416604101658], ['Что делать, если заявку не одобрили?', 0.011598361656069756], ['Как подать заявку на верификацию канала?', 0.0010399612365290523]]"
"Мне не подтвердили галочку, что теперь?",Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Регистрация/Авторизация,"['Я подтвердил свою регистрацию, но письмо с подтверждением на мой e-mail не пришло', 'Я не могу войти на сайт, мой аккаунт заблокирован', 'Не получается загрузить видеоролик — появляется окно с просьбой подтвердить e-mail, но я его уже подтвердил.']","[['Я подтвердил свою регистрацию, но письмо с подтверждением на мой e-mail не пришло', 0.8285093903541565], ['Не получается загрузить видеоролик — появляется окно с просьбой подтвердить e-mail, но я его уже подтвердил.', 0.3684953451156616], ['Я не могу войти на сайт, мой аккаунт заблокирован', 0.03361549600958824]]"
Очень долго не отвечают по заявке на верефикацию?,"Если ваша заявка на верификацию находится длительное время без ответа, стоит обратить внимание на то, что время рассмотрения заявки может варьироваться. В случае, если вы не получили ответ в разумные сроки, рекомендуется обратиться в службу поддержки RUTUBE для уточнения статуса вашей заявки.",УПРАВЛЕНИЕ АККАУНТОМ,Верификация,"['Моя заявка находится длительное время без ответа. Что делать?', 'Моя заявка находится длительное время без ответа. Что делать?', 'Сколько времени занимает рассмотрение заявки на верификацию канала?']","[['Моя заявка находится длительное время без ответа. Что делать?', 0.0262884683907032], ['Моя заявка находится длительное время без ответа. Что делать?', 0.026288332417607307], ['Сколько времени занимает рассмотрение заявки на верификацию канала?', 0.02369227260351181]]"
"Я давно подал заявку на подтверждение канала, но ответа нет","Если ваша заявка на подтверждение канала находится длительное время без ответа, рекомендуем вам предпринять следующие действия: попробуйте связаться с поддержкой RUTUBE для уточнения статуса вашей заявки. Возможно, потребуется повторная подача запроса или предоставление дополнительной информации.",УПРАВЛЕНИЕ АККАУНТОМ,Регистрация/Авторизация,"['Я подтвердил свою регистрацию, но письмо с подтверждением на мой e-mail не пришло', 'Моя заявка находится длительное время без ответа. Что делать?', 'Моя заявка находится длительное время без ответа. Что делать?']","[['Я подтвердил свою регистрацию, но письмо с подтверждением на мой e-mail не пришло', 0.6247008442878723], ['Моя заявка находится длительное время без ответа. Что делать?', 0.2152952253818512], ['Моя заявка находится длительное время без ответа. Что делать?', 0.21529513597488403]]"
"Подавал заявку на галочку, очень давно нет ответа, как постпить?","Если ваша заявка находится длительное время без ответа, рекомендуется подождать еще некоторое время, так как процесс обработки заявок может занять некоторое время. Если ответ не поступает, вы можете попробовать обратиться в службу поддержки RUTUBE для получения дополнительной информации о статусе вашей заявки.",УПРАВЛЕНИЕ АККАУНТОМ,Регистрация/Авторизация,"['Моя заявка находится длительное время без ответа. Что делать?', 'Моя заявка находится длительное время без ответа. Что делать?', 'Я подтвердил свою регистрацию, но письмо с подтверждением на мой e-mail не пришло']","[['Я подтвердил свою регистрацию, но письмо с подтверждением на мой e-mail не пришло', 0.026831645518541336], ['Моя заявка находится длительное время без ответа. Что делать?', 0.023951025679707527], ['Моя заявка находится длительное время без ответа. Что делать?', 0.023951014503836632]]"
я не понимаю что за монетизация?,"Монетизация на видеосервисе RUTUBE — это процесс, который позволяет авторам контента зарабатывать на своих видео. Например, если вы хотите оформить монетизацию на другого человека, вам может понадобиться переоформить канал на него. Также важно понимать, что вознаграждение будет рассчитываться с момента подключения монетизации. Если вы физическое лицо и хотите подключить монетизацию, существуют определенные шаги для этого.",ПРЕДЛОЖЕНИЯ,Монетизация,"['Я хочу оформить монетизацию на другого человека. Нужно ли переоформлять канал на него?', 'Монетизация подключена. С какого момента будет рассчитываться вознаграждение? ', 'Как подключить монетизацию, если я физлицо?']","[['Я хочу оформить монетизацию на другого человека. Нужно ли переоформлять канал на него?', 0.03944988176226616], ['Монетизация подключена. С какого момента будет рассчитываться вознаграждение? ', 0.015633460134267807], ['Как подключить монетизацию, если я физлицо?', 0.002453318564221263]]"
Что за монитизация?,"Монетизация на видеосервисе RUTUBE позволяет пользователям зарабатывать вознаграждение за контент, размещенный на платформе. Вознаграждение начинает рассчитываться с момента подключения монетизации. Также возможно подключение монетизации для нескольких каналов, принадлежащих одному человеку или организации. Если вы хотите оформить монетизацию на другого человека, то необходимо переоформить канал на него.",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['Я хочу оформить монетизацию на другого человека. Нужно ли переоформлять канал на него?', 'Монетизация подключена. С какого момента будет рассчитываться вознаграждение? ', 'Можно ли подключить монетизацию нескольких каналов на одного человека или организацию?']","[['Монетизация подключена. С какого момента будет рассчитываться вознаграждение? ', 0.037853922694921494], ['Можно ли подключить монетизацию нескольких каналов на одного человека или организацию?', 0.004770081024616957], ['Я хочу оформить монетизацию на другого человека. Нужно ли переоформлять канал на него?', 0.0013784886104986072]]"
Сколько лет нада для монетизации?,"Для доступа к монетизации на видеосервисе RUTUBE требуется, чтобы пользователю исполнилось 18 лет.",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['С какого возраста доступна монетизация?', 'С какого возраста доступна монетизация?', 'Как долго рассматривается повторная заявка на монетизацию?']","[['С какого возраста доступна монетизация?', 0.41827529668807983], ['С какого возраста доступна монетизация?', 0.4182746112346649], ['Как долго рассматривается повторная заявка на монетизацию?', 0.005290954373776913]]"
"Здравствуйте, может ли несовершенолетний подключить монетизацию на своём rutube канале?",Я не знаю.,МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['С какого возраста доступна монетизация?', 'С какого возраста доступна монетизация?', 'Могут ли трансляции монетизироваться?']","[['Могут ли трансляции монетизироваться?', 0.2340809404850006], ['С какого возраста доступна монетизация?', 0.0015515655977651477], ['С какого возраста доступна монетизация?', 0.001551564782857895]]"
Здравствуйте такой вопрос. А если я не резидент РФ как подключить монетизация. Я же не могу оформить самозанятость.  Как в таком случае действовать ,Я не знаю.,ПРЕДЛОЖЕНИЯ,Монетизация,"['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 'Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 'Как подключить монетизацию, если я физлицо?']","[['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 0.48473671078681946], ['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 0.4847366511821747], ['Как подключить монетизацию, если я физлицо?', 0.1307152658700943]]"
"Здравствуйте. У вас обновилась монетизация, но про резидентов ничего не сказано. Подскажите, планируется ли как-то решить вопрос с возможностью подключения монетизации из других стран нерезидентов?",Я не знаю.,ПРЕДЛОЖЕНИЯ,Монетизация,"['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 'Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 'Я хочу оформить монетизацию на другого человека. Нужно ли переоформлять канал на него?']","[['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 0.16696876287460327], ['Могу ли я подключиться к партнёрской программе, если я не резидент РФ?', 0.16696876287460327], ['Я хочу оформить монетизацию на другого человека. Нужно ли переоформлять канал на него?', 0.0445488840341568]]"
"Здравствуйте! Скажите, пожалуйста, недавно наша команда заметила кардинально обновлённую вкладку ""Монетизация"" в Rutube Studio нашего канала и хочет поинтересоваться, сама монетизация уже работает для нерезидентов Российской Федерации, и мы уже можем зарабатывать после того, как выполним все требования для этого? На всякий случай, наша команда работает на территории Молдавии (Республики Молдова).",Я не знаю.,МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['Что такое Монетизация на RUTUBE?', 'Что такое Монетизация на RUTUBE?', 'Как часто обновляются данные по монетизации?']","[['Что такое Монетизация на RUTUBE?', 0.53389573097229], ['Что такое Монетизация на RUTUBE?', 0.53389573097229], ['Как часто обновляются данные по монетизации?', 0.2378264218568802]]"
"Добрый день! При регистрации на монетизацию у вас нет пункта физическое лицо, только предприниматели. Физику под каким статусом регистрироваться? ","Добрый день! Если вы являетесь физическим лицом и хотите подключить монетизацию на RUTUBE, то вам нужно зарегистрироваться как индивидуальный предприниматель (ИП). В документации указано, что физические лица могут подключать монетизацию только в статусе индивидуального предпринимателя.",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['Как подключить монетизацию, если я физлицо?', 'Как подключить монетизацию, если я физлицо?', 'Какие документы нужны для заявки на монетизацию?']","[['Какие документы нужны для заявки на монетизацию?', 0.11106056720018387], ['Как подключить монетизацию, если я физлицо?', 0.004844154696911573], ['Как подключить монетизацию, если я физлицо?', 0.004844136070460081]]"
Добрый день. А Вы не планирует как на Дзене сделать в монетизации «Физическое лицо»? Самозанятого регистрировать крайне не удобно.,Я не знаю.,ПРЕДЛОЖЕНИЯ,Монетизация,"['Как подключить монетизацию, если я физлицо?', 'Как подключить монетизацию, если я физлицо?', 'Я хочу оформить монетизацию на другого человека. Нужно ли переоформлять канал на него?']","[['Как подключить монетизацию, если я физлицо?', 0.04844905808568001], ['Как подключить монетизацию, если я физлицо?', 0.04844905808568001], ['Я хочу оформить монетизацию на другого человека. Нужно ли переоформлять канал на него?', 0.042469728738069534]]"
"Я физическое лицо, как монетизировать свой контент?",Я не знаю.,ПРЕДЛОЖЕНИЯ,Монетизация,"['Могу ли я оформить монетизацию моего канала на доверенное лицо?', 'Как мне получать донаты за публикации?', 'Я хочу оформить монетизацию на другого человека. Нужно ли переоформлять канал на него?']","[['Я хочу оформить монетизацию на другого человека. Нужно ли переоформлять канал на него?', 0.10226617753505707], ['Могу ли я оформить монетизацию моего канала на доверенное лицо?', 0.09163641184568405], ['Как мне получать донаты за публикации?', 0.0011622521560639143]]"
Что мне прислать чтобы получать деньги?,Я не знаю.,БЛАГОТВОРИТЕЛЬНОСТЬ ДОНАТЫ,Подключение/отключение донатов,"['Как мне получать донаты за публикации?', 'Отправил заявку на монетизацию, но в личном кабинете висит надпись: «Требуется дополнительная информация». Что делать?', 'Как получить ссылку в этих сервисах?']","[['Как получить ссылку в этих сервисах?', 0.0038410129491239786], ['Отправил заявку на монетизацию, но в личном кабинете висит надпись: «Требуется дополнительная информация». Что делать?', 0.0018020792631432414], ['Как мне получать донаты за публикации?', 0.001439192914403975]]"
"Какие надо вам документы, чтобы одобрили заявку на монетизауию?","Чтобы одобрить заявку на монетизацию, необходимо предоставить определенные документы. К сожалению, конкретный список документов не был найден в доступной документации. Я не знаю.",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['Какие документы нужны для заявки на монетизацию?', 'Какие документы нужны для заявки на монетизацию?', 'Отправил заявку на монетизацию, но в личном кабинете висит надпись: «Требуется дополнительная информация». Что делать?']","[['Какие документы нужны для заявки на монетизацию?', 0.908199667930603], ['Какие документы нужны для заявки на монетизацию?', 0.9081993699073792], ['Отправил заявку на монетизацию, но в личном кабинете висит надпись: «Требуется дополнительная информация». Что делать?', 0.016643034294247627]]"
Пришлите список документов для подключения монетизации,"Чтобы подключить монетизацию на RUTUBE, вам понадобятся следующие документы: 

1. Заявка на подключение монетизации.
2. Копия свидетельства о государственной регистрации (для юридических лиц).
3. Копия паспорта (для физических лиц).
4. Реквизиты расчетного счета (для получения выплат).

Убедитесь, что все документы актуальны и правильно оформлены для успешной подачи заявки на монетизацию.",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['Какие документы нужны для заявки на монетизацию?', 'Какие документы нужны для заявки на монетизацию?', 'Можно ли подключить монетизацию нескольких каналов на одного человека или организацию?']","[['Какие документы нужны для заявки на монетизацию?', 0.822722852230072], ['Какие документы нужны для заявки на монетизацию?', 0.8227226734161377], ['Можно ли подключить монетизацию нескольких каналов на одного человека или организацию?', 0.046648621559143066]]"
"нужна ли галочка, чтобы подключить монетизацию",Я не знаю.,МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['Как подключить монетизацию, если я физлицо?', 'Как подключить монетизацию, если я физлицо?', 'Обязательна ли верификация канала для подключения к монетизации?']","[['Обязательна ли верификация канала для подключения к монетизации?', 0.032149411737918854], ['Как подключить монетизацию, если я физлицо?', 0.021706227213144302], ['Как подключить монетизацию, если я физлицо?', 0.021706175059080124]]"
"Есть ли необходимость верефицировать свой канал, чтобы у меня была монетизация?",Верификация канала не является обязательной для подключения к монетизации на RUTUBE. Вы можете монетизировать свой контент без необходимости прохождения процесса верификации.,МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['Обязательна ли верификация канала для подключения к монетизации?', 'Обязательна ли верификация канала для подключения к монетизации?', 'Обязательна ли верификация канала для подключения к монетизации?']","[['Обязательна ли верификация канала для подключения к монетизации?', 0.9514990448951721], ['Обязательна ли верификация канала для подключения к монетизации?', 0.9514990448951721], ['Обязательна ли верификация канала для подключения к монетизации?', 0.9514990448951721]]"
Сколько обычно рассматривается заявка на монетизацию?,"Заявка на монетизацию рассматривается в течение определенного времени, однако точная информация о сроках в документации не указана. Я не знаю.",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['Как долго рассматривается повторная заявка на монетизацию?', 'Как долго рассматривается заявка на монетизацию? ', 'Можно ли подключить монетизацию нескольких каналов на одного человека или организацию?']","[['Как долго рассматривается заявка на монетизацию? ', 0.5273947715759277], ['Как долго рассматривается повторная заявка на монетизацию?', 0.430907666683197], ['Можно ли подключить монетизацию нескольких каналов на одного человека или организацию?', 0.0010630914475768805]]"
