question,answer,class_1,class_2,vector_database_result,reranker_result
"Включаю видео, а там ""контент недоступен"" и предлагает идти на сайт","Если при воспроизведении видео вы видите сообщение ""контент недоступен"" и система предлагает перейти на сайт, это может быть связано с тем, что видео ограничено для просмотра в вашем регионе или на вашей платформе. Рекомендуется посетить сайт RUTUBE для получения дополнительной информации или для проверки доступности контента.",ВИДЕО,Загрузка видео,"['Что делать, если видео недоступно только на ТВ. Ошибка «Этот контент доступен только на сайте rutube.ru»?', 'Я не могу войти на сайт, мой аккаунт заблокирован', 'При загрузке видео возникает ошибка. Что делать?', 'Не воспроизводится видео — появляется ошибка', 'Как загрузить видеоролик на сайт?', 'Не могу посмотреть ролик в хорошем качестве', 'Я недавно загрузил видеоролик. Почему он до сих пор не появился на сайте?', 'Не получается загрузить видеоролик — появляется окно с просьбой подтвердить e-mail, но я его уже подтвердил.', 'Не получается загрузить видео — появляется окно с просьбой подтвердить почту, но она уже подтверждена.', 'При загрузке ролика возникает ошибка']","[['Как загрузить видеоролик на сайт?', 0.10208848863840103], ['Не воспроизводится видео — появляется ошибка', 0.09386419504880905], ['При загрузке ролика возникает ошибка', 0.08160652220249176]]"
Не могу посмотреть СТС!,Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Не могу посмотреть ролик в хорошем качестве', 'Не могу зарегистрироваться/авторизоваться в приложении Студия RUTUBE. Что делать?  ', 'Не вижу раздел «Моё», что делать?', 'Что я могу и что не могу делать во время трансляции (стрима)?', 'Не могу зарегистрироваться/авторизоваться в приложении. Что делать?', 'Не воспроизводится видео — появляется ошибка', 'Сколько может длиться трансляция (стрима)?', 'Я недавно загрузил видеоролик. Почему он до сих пор не появился на сайте?', 'Что я могу и что не могу делать во время стрима?', 'Я не могу войти на сайт, мой аккаунт заблокирован']","[['Сколько может длиться трансляция (стрима)?', 0.2268063724040985], ['Я недавно загрузил видеоролик. Почему он до сих пор не появился на сайте?', 0.028108645230531693], ['Что я могу и что не могу делать во время стрима?', 0.017162706702947617]]"
"Как смотреть эфир ренТВ, почему-то недоступно?","Смотреть эфир ренТВ в приложении RUTUBE для ТВ недоступно, так как этот канал не поддерживается на платформе.",ТРАНСЛЯЦИЯ,Управление трансляцией,"['Что делать, если видео недоступно только на ТВ. Ошибка «Этот контент доступен только на сайте rutube.ru»?', 'В приложении RUTUBE для ТВ недоступны каналы СТС, Рен ТВ, Че, Домашний, что делать?', 'Можно ли открыть доступ к просмотру записи приватной трансляции для всех зрителей?', 'С какой кадровой частотой могут идти трансляции на RUTUBE?', 'Видео недавно загрузилось, почему оно до сих пор не появилось на RUTUBE?', 'Кому доступно проведение трансляций (стримов) на RUTUBE?', 'Что такое приватная трансляция на RUTUBE?', 'Где найти историю просмотра?', 'Почему загруженный ролик не отображается в результатах поиска по RUTUBE? ', 'Можно ли запускать приватные трансляции на RUTUBE?']","[['Кому доступно проведение трансляций (стримов) на RUTUBE?', 0.6458907127380371], ['В приложении RUTUBE для ТВ недоступны каналы СТС, Рен ТВ, Че, Домашний, что делать?', 0.4214622676372528], ['Можно ли открыть доступ к просмотру записи приватной трансляции для всех зрителей?', 0.26333463191986084]]"
"Включил фильм на телевизоре, а там только HD, где 4К у вас?",Я не знаю.,ПРЕДЛОЖЕНИЯ,Плеер,"['Как выбрать качество 4К в приложении RUTUBE на ТВ?', 'Как включить субтитры в видео?', 'Есть ли реклама на трансляциях?', 'Можно ли включить ролик Shorts в горизонтальном плеере?', 'Доступны ли субтитры в записи трансляций?', 'В приложении RUTUBE для SmartTV на экране телевизора появляется код. Зачем он нужен и куда его ввести?', 'Что делать, если видео недоступно только на ТВ. Ошибка «Этот контент доступен только на сайте rutube.ru»?', 'Где можно скачать приложение RUTUBE для Smart TV?', 'Доступны ли субтитры во время трансляций?', 'Как видео попадают в раздел Shorts на главной?']","[['Как выбрать качество 4К в приложении RUTUBE на ТВ?', 0.799257218837738], ['Доступны ли субтитры в записи трансляций?', 0.005851780064404011], ['Доступны ли субтитры во время трансляций?', 0.005851780064404011]]"
Можно ли смотреть 2к-4к с телевизора?,Я не знаю.,ПРЕДЛОЖЕНИЯ,Плеер,"['Как выбрать качество 4К в приложении RUTUBE на ТВ?', 'Сколько телевизоров или ТВ-приставок может быть привязано к одному профилю RUTUBE?', 'Можно ли открыть доступ к просмотру записи приватной трансляции для всех зрителей?', 'Есть ли реклама на трансляциях?', 'Можно ли стримить на RUTUBE фильмы и сериалы?', 'Доступны ли субтитры во время трансляций?', 'Сколько видео можно загружать одновременно?', 'Доступны ли субтитры в записи трансляций?', 'Можно ли загружать панорамные видео в формате 360°?', 'Можно ли запускать несколько трансляций одновременно?']","[['Как выбрать качество 4К в приложении RUTUBE на ТВ?', 0.7772963047027588], ['Можно ли загружать панорамные видео в формате 360°?', 0.014161484315991402], ['Сколько видео можно загружать одновременно?', 0.002376888645812869]]"
Есть ли у вас управление клавишами?,Я не знаю.,ПРЕДЛОЖЕНИЯ,Плеер,"['Как сменить пароль?', 'Как восстановить пароль?', 'Есть ли реклама на трансляциях?', 'Доступны ли субтитры в записи трансляций?', 'Доступны ли субтитры во время трансляций?', 'Как мне вывести средства с баланса в личном кабинете?', 'Есть ли реклама во время трансляции?', 'Что такое онлайн-чат и как им управлять?', 'Как включить субтитры в видео?', 'Как отключить автовоспроизведение?']","[['Как отключить автовоспроизведение?', 0.0011490455362945795], ['Доступны ли субтитры в записи трансляций?', 0.001141454791650176], ['Доступны ли субтитры во время трансляций?', 0.001141454791650176]]"
"Горячии клавиши у вас вроде работают как в ютубе, а есть список всех команд?",Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Как создать плейлисты в приложении Студия RUTUBE?', 'Как создать плейлисты в приложении Студия RUTUBE?', 'Доступно ли приложение Студия RUTUBE на планшетах?', 'Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 'Где находятся настройки доступа к студии канала в Студии RUTUBE?', 'Можно ли в приложении Студия RUTUBE создавать и загружать видео?']","[['Где находятся настройки доступа к студии канала в Студии RUTUBE?', 0.0037461661268025637], ['Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 0.0011363675585016608], ['Доступно ли приложение Студия RUTUBE на планшетах?', 0.0010843074414879084]]"
"Не смог найти, как управлять с клавиатуры видео",Я не знаю.,ВИДЕО,Воспроизведение видео,"['Не могу посмотреть ролик в хорошем качестве', 'Не воспроизводится видео — появляется ошибка', 'Как включить субтитры в видео?', 'Как изменить порядок видео на канале?', 'Как закрепить видео на канале?', 'Как удалить видео?', 'При загрузке видео возникает ошибка. Что делать?', 'Как загрузить видеоролик на сайт?', 'Как добавить тайм-коды под видео?', 'Почему загруженный ролик не отображается в результатах поиска по RUTUBE? ']","[['Не воспроизводится видео — появляется ошибка', 0.030015479773283005], ['Как загрузить видеоролик на сайт?', 0.021807439625263214], ['Как закрепить видео на канале?', 0.010615416802465916]]"
Что за трансляции у вас на сайте?,"На сайте RUTUBE доступны трансляции (стримы), которые позволяют пользователям вести прямые эфиры. Трансляции могут быть как публичными, так и приватными, в зависимости от настроек, выбранных пользователем. Публичные трансляции видны всем пользователям платформы, в то время как приватные трансляции доступны только определенным людям или группам.",ТРАНСЛЯЦИЯ,Управление трансляцией,"['Есть ли реклама на трансляциях?', 'Что такое трансляции (стримы) на RUTUBE?', 'Что такое трансляции (стримы) на RUTUBE?', 'Есть ли реклама во время трансляции?', 'Кому доступно проведение трансляций (стримов) на RUTUBE?', 'Можно ли эмбедировать (встраивать) трансляции на сторонние сайты?', 'Что такое приватная трансляция на RUTUBE?', 'Можно ли эмбедировать (встраивать) приватные трансляции на сторонние сайты?', 'Что такое обложка трансляции?', 'С какой кадровой частотой могут идти трансляции на RUTUBE?']","[['Кому доступно проведение трансляций (стримов) на RUTUBE?', 0.5731536746025085], ['Что такое трансляции (стримы) на RUTUBE?', 0.47728416323661804], ['Что такое приватная трансляция на RUTUBE?', 0.20786403119564056]]"
"Увидел на рутубе трансляции, это тоже что и видео?","Трансляции (стримы) на RUTUBE — это отдельный формат контента, который отличается от обычных видео. В отличие от загруженных видео, трансляции происходят в реальном времени и позволяют взаимодействовать с аудиторией в момент эфира. Таким образом, трансляции и видео — это разные виды контента на платформе RUTUBE.",ТРАНСЛЯЦИЯ,Управление трансляцией,"['Что такое трансляции (стримы) на RUTUBE?', 'Что такое трансляции (стримы) на RUTUBE?', 'Что такое приватная трансляция на RUTUBE?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли перенести видео с YouTube на RUTUBE-канал?', 'Кому доступно проведение трансляций (стримов) на RUTUBE?', 'Можно ли запускать приватные трансляции на RUTUBE?', 'Видео недавно загрузилось, почему оно до сих пор не появилось на RUTUBE?', 'Есть ли реклама на трансляциях?']","[['Что такое трансляции (стримы) на RUTUBE?', 0.9268403053283691], ['Можно ли перенести видео с YouTube на RUTUBE-канал?', 0.9190133810043335], ['Что такое трансляции (стримы) на RUTUBE?', 0.9104331135749817]]"
А стримить - это как?,Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Как продвигаются стримы?', 'Что я могу и что не могу делать во время стрима?', 'Что такое трансляции (стримы) на RUTUBE?', 'Что такое трансляции (стримы) на RUTUBE?', 'Можно ли на RUTUBE стримить музыку?', 'Сколько может длиться трансляция (стрима)?', 'Можно ли стримить на RUTUBE фильмы и сериалы?', 'Что я могу и что не могу делать во время трансляции (стрима)?', 'Как видео попадают в раздел Shorts на главной?', 'Можно ли выпивать на стримах (в пределах разумного) и можно ли вейпить?']","[['Можно ли выпивать на стримах (в пределах разумного) и можно ли вейпить?', 0.2910115718841553], ['Сколько может длиться трансляция (стрима)?', 0.03618321195244789], ['Как видео попадают в раздел Shorts на главной?', 0.026956601068377495]]"
Я смогу стримить в приложении?,"Да, в приложении Студия RUTUBE можно создавать и вести трансляции.",ПРЕДЛОЖЕНИЯ,Трансляция,"['Можно ли стримить на RUTUBE фильмы и сериалы?', 'Доступно ли приложение Студия RUTUBE на планшетах?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли на RUTUBE стримить музыку?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 'Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?']","[['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 0.8073636293411255], ['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 0.2566625773906708], ['Доступно ли приложение Студия RUTUBE на планшетах?', 0.23306621611118317]]"
А с телефона можно стримить на рутуб?,Я не знаю.,ДОСТУП К RUTUBE,Приложение ,"['Можно ли на RUTUBE стримить музыку?', 'Можно ли стримить на RUTUBE фильмы и сериалы?', 'Доступно ли приложение Студия RUTUBE на планшетах?', 'Можно ли скачать видео с RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли запускать приватные трансляции на RUTUBE?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?']","[['Доступно ли приложение Студия RUTUBE на планшетах?', 0.3065657317638397], ['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 0.13754071295261383], ['Можно ли скачать видео с RUTUBE?', 0.046422503888607025]]"
"Скачала ваше приложение, хотела записать стрим как гуляю по городу - у вас это можно в приложении?",Я не знаю.,ДОСТУП К RUTUBE,Приложение ,"['Можно ли в приложении Студия RUTUBE создавать и загружать видео?', 'Где можно скачать приложение Студия RUTUBE?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 'Доступно ли приложение Студия RUTUBE на планшетах?', 'Можно ли загружать видео или Shorts в приложении Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?']","[['Где можно скачать приложение Студия RUTUBE?', 0.05541972070932388], ['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 0.052074134349823], ['Можно ли в приложении Студия RUTUBE создавать и загружать видео?', 0.023513328284025192]]"
На Rutube любой может стримить?,Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Можно ли стримить на RUTUBE фильмы и сериалы?', 'Можно ли на RUTUBE стримить музыку?', 'Кому доступно проведение трансляций (стримов) на RUTUBE?', 'Можно ли запускать приватные трансляции на RUTUBE?', 'Можно ли скачать видео с RUTUBE?', 'Что такое трансляции (стримы) на RUTUBE?', 'Что такое трансляции (стримы) на RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?']","[['Что такое трансляции (стримы) на RUTUBE?', 0.9748704433441162], ['Что такое трансляции (стримы) на RUTUBE?', 0.9743836522102356], ['Можно ли на RUTUBE стримить музыку?', 0.6772485375404358]]"
Кому можно проводить трансляции на вашем сайте?,На сайте RUTUBE проведение трансляций доступно зарегистрированным пользователям. Это позволяет им делиться своим контентом с аудиторией в режиме реального времени.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Кому доступно проведение трансляций (стримов) на RUTUBE?', 'Можно ли эмбедировать (встраивать) трансляции на сторонние сайты?', 'Можно ли эмбедировать (встраивать) приватные трансляции на сторонние сайты?', 'По какой ссылке доступна запись трансляции?', 'С помощью каких программ допускается вести трансляции на RUTUBE?', 'С какой кадровой частотой могут идти трансляции на RUTUBE?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли открыть доступ к просмотру записи приватной трансляции для всех зрителей?', 'Можно ли запускать приватные трансляции на RUTUBE?']","[['Кому доступно проведение трансляций (стримов) на RUTUBE?', 0.8707489371299744], ['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 0.8212035298347473], ['Можно ли открыть доступ к просмотру записи приватной трансляции для всех зрителей?', 0.6830111742019653]]"
Я смогу стримить на Рутуб?,Я не знаю.,ОТСУТСТВУЕТ,Отсутствует,"['Можно ли на RUTUBE стримить музыку?', 'Можно ли стримить на RUTUBE фильмы и сериалы?', 'Могу ли я скачать видеоролик с RUTUBE на свой компьютер?', 'Можно ли запускать приватные трансляции на RUTUBE?', 'Можно ли скачать видео с RUTUBE?', 'Могу ли я зарегистрироваться на RUTUBE, если я не из России?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Кому доступно проведение трансляций (стримов) на RUTUBE?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?']","[['Можно ли скачать видео с RUTUBE?', 0.8584117889404297], ['Могу ли я скачать видеоролик с RUTUBE на свой компьютер?', 0.4000947177410126], ['Можно ли управлять другим каналом через приложение Студия RUTUBE?', 0.2293321043252945]]"
"У нас планируется мероприятие, хотели запустить по нему сразу несколько прямых трансляций, такое возможно у вас?","Да, вы можете запускать несколько прямых трансляций одновременно на RUTUBE.",ТРАНСЛЯЦИЯ,Управление трансляцией,"['Есть ли реклама на трансляциях?', 'Можно ли запускать несколько трансляций одновременно?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли запускать приватные трансляции на RUTUBE?', 'Кому доступно проведение трансляций (стримов) на RUTUBE?', 'Можно ли эмбедировать (встраивать) трансляции на сторонние сайты?', 'Можно ли открыть доступ к просмотру записи приватной трансляции для всех зрителей?', 'Есть ли реклама во время трансляции?', 'Будет ли приватная трансляция отображаться на личной странице (канале) пользователя и в разделе RUTUBE «Все трансляции»?']","[['Кому доступно проведение трансляций (стримов) на RUTUBE?', 0.5213188529014587], ['Можно ли запускать несколько трансляций одновременно?', 0.4430708885192871], ['Можно ли открыть доступ к просмотру записи приватной трансляции для всех зрителей?', 0.12183202803134918]]"
Могу я запустить несколько стримов?,Я не знаю.,СОТРУДНИЧЕСТВО ПРОДВИЖЕНИЕ РЕКЛАМА,Продвижение канала,"['Что я могу и что не могу делать во время стрима?', 'Можно ли запускать несколько трансляций одновременно?', 'Можно ли на RUTUBE стримить музыку?', 'Как продвигаются стримы?', 'Можно ли стримить на RUTUBE фильмы и сериалы?', 'Могу ли я использовать небольшие фрагменты фильмов для создания своих видео?', 'Сколько может длиться трансляция (стрима)?', 'Могу ли я монетизировать видеоролики, которые ранее загружались на RUTUBE другими пользователями?', 'Могу ли я загружать вертикальные видео?', 'Что я могу и что не могу делать во время трансляции (стрима)?']","[['Как продвигаются стримы?', 0.44437655806541443], ['Могу ли я монетизировать видеоролики, которые ранее загружались на RUTUBE другими пользователями?', 0.3442847430706024], ['Могу ли я использовать небольшие фрагменты фильмов для создания своих видео?', 0.3279023766517639]]"
А сколько трансляций можно запустить одновременно?,Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Можно ли запускать несколько трансляций одновременно?', 'Сколько может длиться трансляция (стрима)?', 'Сколько видео можно загружать одновременно?', 'Есть ли ограничения на одновременное проведение трансляций на RUTUBE и на других площадках (YouTube, Twitch и VK)?', 'Сколько плейлистов можно создать на канале?', 'С какой кадровой частотой могут идти трансляции на RUTUBE?', 'Могут ли трансляции монетизироваться?', 'Есть ли ограничения на перемотку трансляций (стримов)?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?']","[['Можно ли запускать несколько трансляций одновременно?', 0.9521469473838806], ['Сколько видео можно загружать одновременно?', 0.8818391561508179], ['Сколько может длиться трансляция (стрима)?', 0.28548479080200195]]"
"Я сегодня буду стримить на своем ютуб канале, хотел запустить сразу на рутуб тоже, так можно?",Я не знаю.,ВИДЕО,Перенос видео с Youtube,"['Можно ли запускать приватные трансляции на RUTUBE?', 'Как завести канал на RUTUBE?', 'Можно ли на RUTUBE стримить музыку?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли стримить на RUTUBE фильмы и сериалы?', 'Как изменить название моего канала на RUTUBE?', 'Можно ли перенести видео с YouTube на RUTUBE-канал?', 'Как мне лучше оформить свой канал?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?']","[['Можно ли перенести видео с YouTube на RUTUBE-канал?', 0.5513604283332825], ['Можно ли запускать приватные трансляции на RUTUBE?', 0.4106115996837616], ['Как мне лучше оформить свой канал?', 0.4076215326786041]]"
"Если я уже стримлю через ВК, я смогу на Рутуб запустить стрим?",Я не знаю.,ПРЕДЛОЖЕНИЯ,Студия RUTUBE,"['Можно ли на RUTUBE стримить музыку?', 'Можно ли запускать приватные трансляции на RUTUBE?', 'Можно ли стримить на RUTUBE фильмы и сериалы?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 'Могу ли я скачать видеоролик с RUTUBE на свой компьютер?', 'Могу ли я зарегистрироваться на RUTUBE, если я не из России?', 'Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?']","[['Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 0.13446950912475586], ['Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 0.10521875321865082], ['Могу ли я скачать видеоролик с RUTUBE на свой компьютер?', 0.06229332089424133]]"
На моих стримах будет реклама?,Я не знаю.,ТРАНСЛЯЦИЯ,Просмотр трансляции,"['Есть ли реклама на трансляциях?', 'Есть ли реклама во время трансляции?', 'Можно ли отключить рекламу в видео?', 'Как продвигаются стримы?', 'Можно ли на RUTUBE стримить музыку?', 'Как мне лучше оформить свой канал?', 'Могу ли я оформить монетизацию моего канала на доверенное лицо?', 'Как увеличить шансы на попадание моего видео в раздел Shorts на главной странице?', 'Что я могу и что не могу делать во время стрима?', 'Могу ли я монетизировать видеоролики, которые ранее загружались на RUTUBE другими пользователями?']","[['Есть ли реклама на трансляциях?', 0.4571918845176697], ['Как мне лучше оформить свой канал?', 0.28568682074546814], ['Что я могу и что не могу делать во время стрима?', 0.1627003401517868]]"
Вы показываете рекламу на трансляциях?,"Да, на трансляциях показывается реклама.",ТРАНСЛЯЦИЯ,Просмотр трансляции,"['Есть ли реклама на трансляциях?', 'Есть ли реклама во время трансляции?', 'Сохраняется ли приватная трансляция?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Сохранится ли приватная трансляция?', 'Можно ли запускать приватные трансляции на RUTUBE?', 'Доступны ли субтитры во время трансляций?', 'Будет ли приватная трансляция отображаться на личной странице (канале) пользователя и в разделе RUTUBE «Все трансляции»?', 'Доступны ли субтитры в записи трансляций?']","[['Есть ли реклама на трансляциях?', 0.9606135487556458], ['Есть ли реклама во время трансляции?', 0.9390076398849487], ['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 0.05712113529443741]]"
"А реклама будет, если я запущу стрим?","Да, во время трансляции на RUTUBE может быть реклама. Однако конкретная информация о том, можно ли ее отключить или как она отображается, в данной документации не представлена.",ТРАНСЛЯЦИЯ,Просмотр трансляции,"['Есть ли реклама на трансляциях?', 'Как продвигаются стримы?', 'Есть ли реклама во время трансляции?', 'Можно ли на RUTUBE стримить музыку?', 'Можно ли отключить рекламу в видео?', 'Сколько может длиться трансляция (стрима)?', 'Что я могу и что не могу делать во время стрима?', 'Что я могу и что не могу делать во время трансляции (стрима)?', 'Можно ли стримить на RUTUBE фильмы и сериалы?', 'Можно ли запускать приватные трансляции на RUTUBE?']","[['Есть ли реклама во время трансляции?', 0.9018951654434204], ['Есть ли реклама на трансляциях?', 0.8500485420227051], ['Можно ли отключить рекламу в видео?', 0.4263176918029785]]"
Есть ли у вас монетизация для стримов?,"Да, трансляции на RUTUBE могут монетизироваться.",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['Можно ли создать несколько каналов и монетизировать их?', 'Могут ли трансляции монетизироваться?', 'Можно ли подключить монетизацию нескольких каналов на одного человека или организацию?', 'Могу ли я оформить монетизацию моего канала на доверенное лицо?', 'Могу ли я монетизировать видеоролики, которые ранее загружались на RUTUBE другими пользователями?', 'Монетизируются ли ролики Shorts?', 'Обязательна ли верификация канала для подключения к монетизации?', 'Обязательна ли верификация канала для подключения к монетизации?', 'Обязательна ли верификация канала для подключения к монетизации?', 'Как подтвердить права на использование контента для монетизации?']","[['Монетизируются ли ролики Shorts?', 0.9702523946762085], ['Могу ли я монетизировать видеоролики, которые ранее загружались на RUTUBE другими пользователями?', 0.8881703019142151], ['Могут ли трансляции монетизироваться?', 0.805531919002533]]"
Мои трансляции на Rutube будут монетизироваться? ,"Да, ваши трансляции на RUTUBE могут быть монетизированы. Для получения дополнительной информации о процессе монетизации и условиях, которые необходимо выполнить, рекомендую ознакомиться с разделом ""Что такое Монетизация на RUTUBE?"" в документации.",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['Могу ли я монетизировать видеоролики, которые ранее загружались на RUTUBE другими пользователями?', 'Могут ли трансляции монетизироваться?', 'Можно ли запускать приватные трансляции на RUTUBE?', 'Кому доступно проведение трансляций (стримов) на RUTUBE?', 'Что такое Монетизация на RUTUBE?', 'Что такое Монетизация на RUTUBE?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Будет ли приватная трансляция отображаться на личной странице (канале) пользователя и в разделе RUTUBE «Все трансляции»?', 'С какой кадровой частотой могут идти трансляции на RUTUBE?']","[['Что такое Монетизация на RUTUBE?', 0.9553096294403076], ['Что такое Монетизация на RUTUBE?', 0.9553096294403076], ['Могу ли я монетизировать видеоролики, которые ранее загружались на RUTUBE другими пользователями?', 0.9115755558013916]]"
"Я обычно стримлю на твиче, захотел попробовать у вас. Я смогу монетизировать свои трансляции?",Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Могут ли трансляции монетизироваться?', 'Могу ли я оформить монетизацию моего канала на доверенное лицо?', 'Могу ли я скачать копию моей трансляции?', 'Можно ли создать несколько каналов и монетизировать их?', 'Можно ли запускать приватные трансляции на RUTUBE?', 'Что я могу и что не могу делать во время трансляции (стрима)?', 'Могу ли я монетизировать видеоролики, которые ранее загружались на RUTUBE другими пользователями?', 'Я хочу оформить монетизацию на другого человека. Нужно ли переоформлять канал на него?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?']","[['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 0.6762410402297974], ['Могу ли я монетизировать видеоролики, которые ранее загружались на RUTUBE другими пользователями?', 0.34797006845474243], ['Я хочу оформить монетизацию на другого человека. Нужно ли переоформлять канал на него?', 0.24800187349319458]]"
