question,answer,class_1,class_2,vector_database_result,reranker_result
"Если я сейчас привяжу телевизор, я потом смогу еще добавить новый?",Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Сколько телевизоров или ТВ-приставок может быть привязано к одному профилю RUTUBE?', 'Можно ли включить отложенную публикацию видео?', 'Можно ли эмбедировать (встраивать) трансляции на сторонние сайты?', 'Можно ли запускать несколько трансляций одновременно?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли предоставить доступ к студии канала другому пользователю, не зарегистрированному на RUTUBE?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Могу ли я удалить запись трансляции после ее окончания?']","[['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 0.039576780050992966], ['Можно ли управлять другим каналом через приложение Студия RUTUBE?', 0.004804875236004591], ['Можно ли управлять другим каналом через приложение Студия RUTUBE?', 0.004804875236004591]]"
Телевизор можно только один привязать к аккаунту?,Я не знаю.,ПРЕДЛОЖЕНИЯ,Студия RUTUBE,"['Сколько телевизоров или ТВ-приставок может быть привязано к одному профилю RUTUBE?', 'Может ли один пользователь занимать сразу несколько ролей доступа в рамках студии одного канала?', 'Можно ли подключить монетизацию нескольких каналов на одного человека или организацию?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Есть ли ограничения на одновременное проведение трансляций на RUTUBE и на других площадках (YouTube, Twitch и VK)?', 'Может ли пользователь, которому предоставлен доступ к студии канала, открывать доступ и назначать роли другим пользователям?', 'Можно ли предоставить доступ к студии канала другому пользователю по id канала?', 'Можно ли авторизоваться в приложении Студия RUTUBE под уже существующим аккаунтом?', 'Можно ли авторизоваться в приложении Студия RUTUBE под уже существующим аккаунтом?']","[['Может ли один пользователь занимать сразу несколько ролей доступа в рамках студии одного канала?', 0.018682846799492836], ['Может ли пользователь, которому предоставлен доступ к студии канала, открывать доступ и назначать роли другим пользователям?', 0.016282042488455772], ['Можно ли предоставить доступ к студии канала другому пользователю по id канала?', 0.011486396193504333]]"
"QR ваш не сканируется, как мне войти?","Если при сканировании QR-кода не открывается страница входа, попробуйте проверить следующее:

1. Убедитесь, что используете актуальную версию приложения RUTUBE.
2. Проверьте, правильно ли вы сканируете QR-код — возможно, он не был распознан из-за плохого освещения или расстояния.
3. Если проблема сохраняется, попробуйте войти в профиль другим способом, например, используя логин и пароль.

Если у вас возникают дополнительные трудности, возможно, стоит обратиться в службу поддержки RUTUBE для получения помощи.",УПРАВЛЕНИЕ АККАУНТОМ,Регистрация/Авторизация,"['Как войти в профиль, если при сканировании QR-кода не открывается страница входа?', 'Можно ли авторизоваться (выполнить вход) в приложении Студия RUTUBE без ввода проверочного кода?', 'Можно ли авторизоваться (выполнить вход) в приложении Студия RUTUBE без ввода проверочного кода?', 'Не могу зарегистрироваться/авторизоваться в приложении. Что делать?', 'Пробую авторизоваться, а сервис пишет, что такого пользователя не существует или пароль неверный. Что делать?', 'Не могу зарегистрироваться/авторизоваться в приложении Студия RUTUBE. Что делать?  ', 'Для чего нужна верификация и что она дает пользователю?', 'Как восстановить пароль?', 'Как сменить пароль?', 'Как авторизоваться в приложении Студия RUTUBE?']","[['Как войти в профиль, если при сканировании QR-кода не открывается страница входа?', 0.030640192329883575], ['Пробую авторизоваться, а сервис пишет, что такого пользователя не существует или пароль неверный. Что делать?', 0.021472103893756866], ['Как сменить пароль?', 0.010380523279309273]]"
"Навожу на куар код, ничего не происходит! Как авторизоваться в телевизоре??",Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Регистрация/Авторизация,"['Как войти в профиль, если при сканировании QR-кода не открывается страница входа?', 'Можно ли авторизоваться (выполнить вход) в приложении Студия RUTUBE без ввода проверочного кода?', 'Можно ли авторизоваться (выполнить вход) в приложении Студия RUTUBE без ввода проверочного кода?', 'Как авторизоваться в приложении Студия RUTUBE?', 'Как авторизоваться в приложении Студия RUTUBE?', 'Не могу зарегистрироваться/авторизоваться в приложении. Что делать?', 'Пробую авторизоваться, а сервис пишет, что такого пользователя не существует или пароль неверный. Что делать?', 'Не могу зарегистрироваться/авторизоваться в приложении Студия RUTUBE. Что делать?  ', 'Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?', 'Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?']","[['Пробую авторизоваться, а сервис пишет, что такого пользователя не существует или пароль неверный. Что делать?', 0.19643110036849976], ['Как войти в профиль, если при сканировании QR-кода не открывается страница входа?', 0.06647764891386032], ['Как авторизоваться в приложении Студия RUTUBE?', 0.0237460695207119]]"
"У меня ничего не открылось, хотя код отсканировала, помогите зарегистрироваться",Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Регистрация/Авторизация,"['Как войти в профиль, если при сканировании QR-кода не открывается страница входа?', 'Не могу зарегистрироваться/авторизоваться в приложении. Что делать?', 'Не могу зарегистрироваться/авторизоваться в приложении Студия RUTUBE. Что делать?  ', 'Пробую авторизоваться, а сервис пишет, что такого пользователя не существует или пароль неверный. Что делать?', 'Как зарегистрироваться в приложении Студия RUTUBE?', 'Как зарегистрироваться в приложении Студия RUTUBE?', 'Можно ли авторизоваться (выполнить вход) в приложении Студия RUTUBE без ввода проверочного кода?', 'Можно ли авторизоваться (выполнить вход) в приложении Студия RUTUBE без ввода проверочного кода?', 'Я удалил свой аккаунт, а теперь хочу восстановить его. Как это сделать?', 'Как авторизоваться в приложении Студия RUTUBE?']","[['Пробую авторизоваться, а сервис пишет, что такого пользователя не существует или пароль неверный. Что делать?', 0.22652415931224823], ['Как авторизоваться в приложении Студия RUTUBE?', 0.18173210322856903], ['Как войти в профиль, если при сканировании QR-кода не открывается страница входа?', 0.17144668102264404]]"
"Как зайти на телевизоре? сканирую код, он не работает","Если сканируемый код не работает, попробуйте следующие шаги:

1. Убедитесь, что вы правильно ввели код на сайте или в приложении, где требуется его использование.
2. Проверьте, что ваше интернет-соединение на телевизоре стабильное.
3. Попробуйте перезапустить приложение RUTUBE на телевизоре и заново получить новый код.
4. Если проблема сохраняется, посмотрите на наличие обновлений для приложения RUTUBE на вашем SmartTV и установите их.

Если ни один из этих шагов не помог, возможно, вам стоит обратиться в службу поддержки RUTUBE для дальнейшей помощи.",УПРАВЛЕНИЕ АККАУНТОМ,Регистрация/Авторизация,"['Как войти в профиль, если при сканировании QR-кода не открывается страница входа?', 'В приложении RUTUBE для SmartTV на экране телевизора появляется код. Зачем он нужен и куда его ввести?', 'Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 'Что делать, если видео недоступно только на ТВ. Ошибка «Этот контент доступен только на сайте rutube.ru»?', 'Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?', 'Будет ли приложение работать без обновлений на старых моделях Smart TV?', 'В приложении RUTUBE для ТВ недоступны каналы СТС, Рен ТВ, Че, Домашний, что делать?', 'Можно ли авторизоваться (выполнить вход) в приложении Студия RUTUBE без ввода проверочного кода?', 'Можно ли авторизоваться (выполнить вход) в приложении Студия RUTUBE без ввода проверочного кода?', 'Какие бывают роли в доступах к студии канала?']","[['В приложении RUTUBE для SmartTV на экране телевизора появляется код. Зачем он нужен и куда его ввести?', 0.2519531846046448], ['Как войти в профиль, если при сканировании QR-кода не открывается страница входа?', 0.10434739291667938], ['Что делать, если видео недоступно только на ТВ. Ошибка «Этот контент доступен только на сайте rutube.ru»?', 0.021601475775241852]]"
"Что ни включи все пишет, чтобы смотрел на сайте, какой смысл в приложении тогда?",Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Как размещать ролики на главной странице RUTUBE?', 'Почему загруженный ролик не отображается в результатах поиска по RUTUBE? ', 'Что такое модерация на RUTUBE?', 'Кем осуществляется модерация в RUTUBE?', 'Как перенести видео с YouTube на RUTUBE?', 'Как перенести видео c YouTube на RUTUBE?', 'Как эмбедировать видео с RUTUBE?', 'Что делать, если модерация в RUTUBE не пройдена? (Что делать, если мое видео отклонено?)', 'Можно ли удалить канал через приложение Студия RUTUBE?', 'Можно ли удалить канал через приложение Студия RUTUBE?']","[['Кем осуществляется модерация в RUTUBE?', 0.2060728371143341], ['Как размещать ролики на главной странице RUTUBE?', 0.1972380429506302], ['Что такое модерация на RUTUBE?', 0.15201424062252045]]"
"Включаю видео, а там ""контент недоступен"" и предлагает идти на сайт",Я не знаю.,ОТСУТСТВУЕТ,Отсутствует,"['Что делать, если видео недоступно только на ТВ. Ошибка «Этот контент доступен только на сайте rutube.ru»?', 'Видео недавно загрузилось, почему оно до сих пор не появилось на RUTUBE?', 'Почему загруженный ролик не отображается в результатах поиска по RUTUBE? ', 'Как перенести видео с YouTube на RUTUBE?', 'Как перенести видео c YouTube на RUTUBE?', 'Зачем нужна регистрация на RUTUBE?', 'Можно ли скачать видео с RUTUBE?', 'Как эмбедировать видео с RUTUBE?', 'Я недавно загрузил видеоролик. Почему он до сих пор не появился на сайте?', 'Для чего нужны настройки доступа к студии канала в Студии RUTUBE?']","[['Можно ли скачать видео с RUTUBE?', 0.836117684841156], ['Как перенести видео c YouTube на RUTUBE?', 0.4847690165042877], ['Я недавно загрузил видеоролик. Почему он до сих пор не появился на сайте?', 0.4612268805503845]]"
Не могу посмотреть СТС!,"Вы не можете посмотреть СТС, потому что в приложении RUTUBE для ТВ недоступны каналы СТС, Рен ТВ, Че и Домашний.",УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['В приложении RUTUBE для ТВ недоступны каналы СТС, Рен ТВ, Че, Домашний, что делать?', 'Что я могу и что не могу делать во время трансляции (стрима)?', 'Видео недавно загрузилось, почему оно до сих пор не появилось на RUTUBE?', 'Не могу зарегистрироваться/авторизоваться в приложении Студия RUTUBE. Что делать?  ', 'Какие возможности взаимодействия со Студией доступны пользователю в роли Пользователя с правами просмотра?', 'Что делать, если видео недоступно только на ТВ. Ошибка «Этот контент доступен только на сайте rutube.ru»?', 'Почему могут отключить монетизацию из-за авторского права на видео и как этого избежать?', 'Какие возможности взаимодействия со Студией доступны пользователю в роли Пользователя с ограниченными правами просмотра?', 'Почему могут отключить монетизацию из-за искусственного завышения показателей на видео и как этого избежать? ', 'Можно ли открыть доступ к просмотру записи приватной трансляции для всех зрителей?']","[['Какие возможности взаимодействия со Студией доступны пользователю в роли Пользователя с ограниченными правами просмотра?', 0.28083536028862], ['В приложении RUTUBE для ТВ недоступны каналы СТС, Рен ТВ, Че, Домашний, что делать?', 0.12480396777391434], ['Можно ли открыть доступ к просмотру записи приватной трансляции для всех зрителей?', 0.07185371220111847]]"
"Как смотреть эфир ренТВ, почему-то недоступно?","Эфир Рен ТВ недоступен для просмотра в приложении RUTUBE для ТВ, поскольку этот канал не поддерживается на платформе.",ТРАНСЛЯЦИЯ,ТВ-эфиры,"['Можно ли открыть доступ к просмотру записи приватной трансляции для всех зрителей?', 'Что делать, если видео недоступно только на ТВ. Ошибка «Этот контент доступен только на сайте rutube.ru»?', 'Видео недавно загрузилось, почему оно до сих пор не появилось на RUTUBE?', 'Почему загруженный ролик не отображается в результатах поиска по RUTUBE? ', 'В приложении RUTUBE для ТВ недоступны каналы СТС, Рен ТВ, Че, Домашний, что делать?', 'Доступны ли субтитры во время трансляций?', 'Кому доступно проведение трансляций (стримов) на RUTUBE?', 'С какой кадровой частотой могут идти трансляции на RUTUBE?', 'Что такое приватная трансляция на RUTUBE?', 'Будет ли приватная трансляция отображаться на личной странице (канале) пользователя и в разделе RUTUBE «Все трансляции»?']","[['В приложении RUTUBE для ТВ недоступны каналы СТС, Рен ТВ, Че, Домашний, что делать?', 0.32972803711891174], ['Будет ли приватная трансляция отображаться на личной странице (канале) пользователя и в разделе RUTUBE «Все трансляции»?', 0.18946877121925354], ['Кому доступно проведение трансляций (стримов) на RUTUBE?', 0.06763594597578049]]"
"Включил фильм на телевизоре, а там только HD, где 4К у вас?",Я не знаю.,ПРЕДЛОЖЕНИЯ,Плеер,"['Как выбрать качество 4К в приложении RUTUBE на ТВ?', 'Где можно скачать приложение RUTUBE для Smart TV?', 'Сколько телевизоров или ТВ-приставок может быть привязано к одному профилю RUTUBE?', 'Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?', 'Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE?', 'Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE Детям?', 'Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 'С какой кадровой частотой могут идти трансляции на RUTUBE?', 'Что такое Smart TV?', 'В приложении RUTUBE для SmartTV на экране телевизора появляется код. Зачем он нужен и куда его ввести?']","[['Как выбрать качество 4К в приложении RUTUBE на ТВ?', 0.15808197855949402], ['В приложении RUTUBE для SmartTV на экране телевизора появляется код. Зачем он нужен и куда его ввести?', 0.0546855628490448], ['Что такое Smart TV?', 0.006858176551759243]]"
Можно ли смотреть 2к-4к с телевизора?,Я не знаю.,ПРЕДЛОЖЕНИЯ,Плеер,"['Как выбрать качество 4К в приложении RUTUBE на ТВ?', 'Можно ли включить отложенную публикацию видео?', 'Можно ли загружать панорамные видео в формате 360°?', 'Можно ли стримить на RUTUBE фильмы и сериалы?', 'Сколько телевизоров или ТВ-приставок может быть привязано к одному профилю RUTUBE?', 'Можно ли перенести видео с YouTube на RUTUBE-канал?', 'Можно ли отключить рекламу в видео?', 'Можно ли в приложении Студия RUTUBE создавать и загружать видео?', 'Сколько видео можно загружать одновременно?', 'Можно ли открыть доступ к просмотру записи приватной трансляции для всех зрителей?']","[['Как выбрать качество 4К в приложении RUTUBE на ТВ?', 0.9000598192214966], ['Можно ли в приложении Студия RUTUBE создавать и загружать видео?', 0.03465838357806206], ['Можно ли загружать панорамные видео в формате 360°?', 0.007091322913765907]]"
Есть ли у вас управление клавишами?,Я не знаю.,ПРЕДЛОЖЕНИЯ,Студия RUTUBE,"['Как сменить пароль?', 'Как восстановить пароль?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Доступно ли приложение Студия RUTUBE на планшетах?', 'Доступны ли субтитры в записи трансляций?', 'Доступны ли субтитры во время трансляций?', 'Что такое онлайн-чат и как им управлять?', 'Есть ли реклама на трансляциях?', 'Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?']","[['Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?', 0.0012333455961197615], ['Можно ли управлять другим каналом через приложение Студия RUTUBE?', 0.001223679631948471], ['Можно ли управлять другим каналом через приложение Студия RUTUBE?', 0.001223679631948471]]"
"Горячии клавиши у вас вроде работают как в ютубе, а есть список всех команд?",Я не знаю.,ВИДЕО,Загрузка видео,"['Какие горячие клавиши есть на RUTUBE?', 'Есть ли ограничения на одновременное проведение трансляций на RUTUBE и на других площадках (YouTube, Twitch и VK)?', 'Можно ли перенести видео с YouTube на RUTUBE-канал?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли загружать видео на RUTUBE с YouTube?', 'Есть ли ограничения на количество видео, размещаемых в разделе Shorts на главной?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 'Можно ли в приложении Студия RUTUBE создавать и загружать видео?']","[['Есть ли ограничения на количество видео, размещаемых в разделе Shorts на главной?', 0.05140360817313194], ['Можно ли в приложении Студия RUTUBE создавать и загружать видео?', 0.04138444736599922], ['Можно ли загружать видео на RUTUBE с YouTube?', 0.03636102378368378]]"
"Не смог найти, как управлять с клавиатуры видео",Я не знаю.,ВИДЕО,Загрузка видео,"['Как изменить порядок видео на канале?', 'Как закрепить видео на канале?', 'Как включить субтитры в видео?', 'Как отключить автовоспроизведение?', 'Как удалить видео?', 'Как загрузить видеоролик на сайт?', 'Как эмбедировать видео с RUTUBE?', 'Как добавить тайм-коды под видео?', 'Можно ли включить отложенную публикацию видео?', 'Какую категорию выбрать для видео?']","[['Как загрузить видеоролик на сайт?', 0.07772256433963776], ['Как эмбедировать видео с RUTUBE?', 0.05180816352367401], ['Как закрепить видео на канале?', 0.047838177531957626]]"
Что за трансляции у вас на сайте?,"На сайте RUTUBE доступны прямые трансляции, но конкретная информация о типах трансляций не представлена в документации. Однако, стоит отметить, что проведение трансляций доступно определенным пользователям, и информация о приватных трансляциях также имеется, но детали о самих трансляциях отсутствуют. Я не знаю.",ТРАНСЛЯЦИЯ,Управление трансляцией,"['По какой ссылке доступна запись трансляции?', 'В каких приложениях доступны прямые трансляции?', 'Будет ли приватная трансляция отображаться на личной странице (канале) пользователя и в разделе RUTUBE «Все трансляции»?', 'Можно ли эмбедировать (встраивать) трансляции на сторонние сайты?', 'Кому доступно проведение трансляций (стримов) на RUTUBE?', 'Доступны ли субтитры в записи трансляций?', 'Можно ли эмбедировать (встраивать) приватные трансляции на сторонние сайты?', 'Доступны ли субтитры во время трансляций?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?']","[['В каких приложениях доступны прямые трансляции?', 0.8681038618087769], ['Кому доступно проведение трансляций (стримов) на RUTUBE?', 0.7343848347663879], ['Будет ли приватная трансляция отображаться на личной странице (канале) пользователя и в разделе RUTUBE «Все трансляции»?', 0.6982178092002869]]"
"Увидел на рутубе трансляции, это тоже что и видео?","Трансляции на Рутубе — это формат контента, который отличается от обычных видео. Трансляции, или стримы, происходят в реальном времени, что позволяет зрителям взаимодействовать с контентом и автором в момент его создания. В отличие от видео, которые загружаются и могут быть просмотрены в любое время, трансляции требуют присутствия зрителя в определенный момент.",ТРАНСЛЯЦИЯ,Управление трансляцией,"['Что такое трансляции (стримы) на RUTUBE?', 'Что такое трансляции (стримы) на RUTUBE?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Что такое приватная трансляция на RUTUBE?', 'Будет ли приватная трансляция отображаться на личной странице (канале) пользователя и в разделе RUTUBE «Все трансляции»?', 'Есть ли ограничения на одновременное проведение трансляций на RUTUBE и на других площадках (YouTube, Twitch и VK)?', 'Кому доступно проведение трансляций (стримов) на RUTUBE?', 'Можно ли перенести видео с YouTube на RUTUBE-канал?', 'Можно ли запускать приватные трансляции на RUTUBE?']","[['Что такое трансляции (стримы) на RUTUBE?', 0.9476479291915894], ['Что такое трансляции (стримы) на RUTUBE?', 0.910313606262207], ['Что такое приватная трансляция на RUTUBE?', 0.7395037412643433]]"
А стримить - это как?,Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Что я могу и что не могу делать во время стрима?', 'Как продвигаются стримы?', 'Что такое трансляции (стримы) на RUTUBE?', 'Что такое трансляции (стримы) на RUTUBE?', 'Что я могу и что не могу делать во время трансляции (стрима)?', 'Как видео попадают в раздел Shorts на главной?', 'Почему могут отключить монетизацию из-за искусственного завышения показателей на видео и как этого избежать? ', 'Сколько может длиться трансляция (стрима)?', 'Можно ли стримить на RUTUBE фильмы и сериалы?', 'Можно ли выпивать на стримах (в пределах разумного) и можно ли вейпить?']","[['Что такое трансляции (стримы) на RUTUBE?', 0.06832384318113327], ['Как видео попадают в раздел Shorts на главной?', 0.045519206672906876], ['Что такое трансляции (стримы) на RUTUBE?', 0.04336511716246605]]"
Я смогу стримить в приложении?,"Да, в приложении Студия RUTUBE можно создавать и вести трансляции.",ПРЕДЛОЖЕНИЯ,Студия RUTUBE,"['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли загружать видео или Shorts в приложении Студия RUTUBE?', 'Доступно ли приложение Студия RUTUBE на планшетах?', 'Можно ли стримить на RUTUBE фильмы и сериалы?', 'Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?', 'Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?']","[['Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 0.6126894354820251], ['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 0.519366979598999], ['Можно ли загружать видео или Shorts в приложении Студия RUTUBE?', 0.47763532400131226]]"
А с телефона можно стримить на рутуб?,Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Можно ли стримить на RUTUBE фильмы и сериалы?', 'Можно ли на RUTUBE стримить музыку?', 'Доступно ли приложение Студия RUTUBE на планшетах?', 'Можно ли скачать видео с RUTUBE?', 'Можно ли загружать видео на RUTUBE с YouTube?', 'Можно ли перенести видео с YouTube на RUTUBE-канал?', 'Можно ли запускать приватные трансляции на RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?']","[['Можно ли запускать приватные трансляции на RUTUBE?', 0.5688943862915039], ['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 0.3438938558101654], ['Доступно ли приложение Студия RUTUBE на планшетах?', 0.33576861023902893]]"
"Скачала ваше приложение, хотела записать стрим как гуляю по городу - у вас это можно в приложении?",Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Можно ли в приложении Студия RUTUBE создавать и загружать видео?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли загружать видео или Shorts в приложении Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 'Можно ли на RUTUBE стримить музыку?', 'Можно ли включить отложенную публикацию видео?']","[['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 0.20897847414016724], ['Можно ли включить отложенную публикацию видео?', 0.0553501695394516], ['Можно ли загружать видео или Shorts в приложении Студия RUTUBE?', 0.040875520557165146]]"
На Rutube любой может стримить?,"Да, на RUTUBE можно запускать приватные трансляции. Однако, информация о стриминге в целом не была предоставлена в доступных фрагментах документации. Я не знаю.",ОТСУТСТВУЕТ,Отсутствует,"['Можно ли стримить на RUTUBE фильмы и сериалы?', 'Можно ли на RUTUBE стримить музыку?', 'Можно ли скачать видео с RUTUBE?', 'Можно ли перенести видео с YouTube на RUTUBE-канал?', 'Можно ли запускать приватные трансляции на RUTUBE?', 'Можно ли загружать видео на RUTUBE с YouTube?', 'Можно ли загружать видео или Shorts в приложении Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Могу ли я скачать видеоролик с RUTUBE на свой компьютер?']","[['Могу ли я скачать видеоролик с RUTUBE на свой компьютер?', 0.8492822647094727], ['Можно ли запускать приватные трансляции на RUTUBE?', 0.8392245173454285], ['Можно ли на RUTUBE стримить музыку?', 0.7998692393302917]]"
Кому можно проводить трансляции на вашем сайте?,"Для проведения трансляций на сайте RUTUBE доступны следующие критерии:

1. Необходимо иметь аккаунт на платформе.
2. Проведение трансляций может быть доступно не всем пользователям, поэтому важно уточнить, есть ли у вас права на запуск стримов.
3. Пользователи могут создавать как публичные, так и приватные трансляции, что также может влиять на доступность функции.

Если вам нужно больше подробностей о том, как именно создать трансляцию или запустить приватную, дайте знать!",ТРАНСЛЯЦИЯ,Управление трансляцией,"['Как создать трансляцию?', 'Как создать трансляцию?', 'Кому доступно проведение трансляций (стримов) на RUTUBE?', 'Можно ли эмбедировать (встраивать) трансляции на сторонние сайты?', 'С помощью каких программ допускается вести трансляции на RUTUBE?', 'Как запустить приватную трансляцию?', 'Как запустить приватную трансляцию?', 'С какой кадровой частотой могут идти трансляции на RUTUBE?', 'По какой ссылке доступна запись трансляции?', 'Можно ли эмбедировать (встраивать) приватные трансляции на сторонние сайты?']","[['Кому доступно проведение трансляций (стримов) на RUTUBE?', 0.40459996461868286], ['Как создать трансляцию?', 0.3897235691547394], ['Как запустить приватную трансляцию?', 0.2744785249233246]]"
